sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.2_2x_1.hist	100524387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100524387
rotifer_0.05_2x_1.hist	98297384	832021	96965	40468	20859	12355	4485	2202	1962	2243	2616	2955	1453	802	414	130	142	189	398	905	586	182	77	21	2	8	18	47	509	253	74	21	7	0	0	0	16	172	33	0	0	0	0	210	62	19	7	1	0	0	100528078
rotifer_0.05_8x_1.hist	98392476	729290	119546	46155	21623	13500	7249	3560	4459	2273	1454	1642	1446	798	555	510	537	716	113	225	424	254	109	56	119	380	84	26	11	154	216	63	24	70	73	3	0	83	171	8	1	0	0	0	0	39	99	32	9	4	100411194
rotifer_0.15_2x_1.hist	100474770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100474770
rotifer_0.2_8x_1.hist	100713047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100713047
rotifer_0.15_1x_1.hist	101061003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101249269
rotifer_0.1_1x_1.hist	100581350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100772079
rotifer_0.05_1x_1.hist	100255350	875775	94470	38990	21692	13540	13597	8843	3481	1774	858	422	346	570	707	1022	1620	1398	221	119	76	22	8	1	0	0	0	0	828	413	121	35	13	0	0	0	0	0	0	0	0	0	70	66	10	2	0	0	0	231	102563977
rotifer_0.1_2x_1.hist	100333443	763801	64583	21632	9248	5764	90	80	120	136	115	56	20	10	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101736855
rotifer_0.15_8x_1.hist	100622669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100622669
rotifer_0.1_8x_1.hist	100667124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100667124
rotifer_0.2_4x_1.hist	100344975	580641	48983	16295	6473	3723	5	3	3	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101003140
rotifer_0.05_4x_1.hist	98536694	829663	98352	40980	21012	12391	4541	4055	5891	3003	1453	715	721	1190	1383	439	252	335	636	345	223	68	40	78	165	493	110	34	10	4	337	99	38	3	0	0	0	160	178	8	1	0	0	0	0	0	0	164	53	31	100755929
rotifer_0.15_4x_1.hist	100699751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100699751
rotifer_0.2_1x_1.hist	100241105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100435422
rotifer_0.1_4x_1.hist	100160278	592228	51129	17975	9610	5951	581	296	115	58	43	48	20	10	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100887518
rotifer_0.0_2x_1.hist	85414743	3199571	575922	236803	116258	70746	43625	38969	58862	40574	19644	9687	5491	9066	11248	16275	9381	3907	660	1624	3067	5020	11599	3393	198	109	23	6	2070	5765	1707	506	201	22	6	0	0	0	7295	404	133	53	27	9	0	0	0	0	1145	3574	99319984
rotifer_0.0_4x_1.hist	85572805	3219773	605270	240896	116206	73474	76777	57260	22545	23823	27788	23139	8882	7339	9105	13175	9950	4145	1608	3957	7474	5801	2512	734	333	1065	2533	5346	1781	889	262	77	29	2	3459	2840	815	443	87	3	0	1029	1686	631	104	33	14	3	0	3540	99662523
rotifer_0.0_8x_1.hist	85431042	3058243	611795	236029	119907	74788	70925	34845	47686	24318	16715	18887	17341	9585	6895	9977	6180	5359	7078	3852	2497	1685	8007	2342	319	1020	2428	3732	1243	620	828	1655	2410	277	87	2308	662	360	71	1751	582	237	959	1585	263	86	37	11	2	2181	99186710
rotifer_0.0_1x_1.hist	85180435	3354912	625423	235366	132620	83372	100726	65100	25632	13071	11366	12842	17854	29479	15253	4852	2796	1164	405	998	1884	3083	14646	9964	585	324	72	22	6	2	0	0	0	0	6009	4585	1317	717	142	6	1	0	0	0	0	0	0	0	0	7487	98738107
