sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.1_2x_1.hist	100538250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100538250
rotifer_0.05_8x_1.hist	98443602	753422	110493	44592	20493	12806	8662	4254	2670	3054	1607	1388	1377	760	510	737	423	564	337	182	235	384	165	47	50	161	249	79	25	11	174	144	56	5	0	25	187	101	19	0	0	0	141	53	7	1	0	0	0	66	100493671
rotifer_0.2_8x_1.hist	100608369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100608369
rotifer_0.05_1x_1.hist	98796324	881286	98344	40931	22370	13817	13662	6711	2641	1346	650	319	367	605	750	1084	1719	1218	192	104	66	19	9	17	36	115	273	396	131	64	18	4	0	0	256	338	96	51	9	0	0	0	0	0	0	0	0	0	0	271	101192129
rotifer_0.2_4x_1.hist	100972205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100972205
rotifer_0.05_2x_1.hist	98707230	835490	100449	40612	21337	12830	5742	2820	2221	2540	2962	2487	953	526	271	269	426	568	922	501	324	100	42	11	12	37	88	233	330	164	47	13	4	0	0	0	0	0	205	193	63	25	12	3	0	0	0	0	0	219	100978506
rotifer_0.15_4x_1.hist	100388242	568476	47956	15955	6351	3669	4	3	3	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100932283
rotifer_0.1_1x_1.hist	99750554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99944573
rotifer_0.05_4x_1.hist	98560390	758347	104966	42999	20843	12522	6891	6154	2422	1772	2066	2333	1177	649	335	428	678	905	235	127	81	69	328	637	49	26	4	0	28	391	114	33	12	0	0	0	0	214	238	12	3	0	0	0	0	61	73	23	6	3	100550456
rotifer_0.2_1x_1.hist	100836951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101026560
rotifer_0.2_2x_1.hist	100619582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100619582
