sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1
oyster_0.001_1x_1	0.0	0.0	0.0	0.0	0.00287697844638643	0.002719293435506582	0.0024499127238235565	0.002582492633994335	0.004657756825252898	0.004422797481727541	0.004228366651284861	0.0043000920793113155	0.006579061900481006	0.006626355549265787	0.006042735403548638	0.005916326586497161	0.008525755664532647	0.008452049513369449	0.008029930339440286	0.007936898625576989	0.01023089681538076	0.010054436250703857	0.009556825278190215	0.009517940073275773	0.019651769268944644	0.019125567534314634	0.01858056193748444	0.018188849333917515	0.000637584215555132	0.0005138992905715144	0.0004670735391516967	0.0007849869709162889
oyster_0.001_2x_1	0.0	0.0	0.0	0.0	0.0025783012718404922	0.00209662764946545	0.0016821539437086236	0.0017740023215742846	0.004352977033251887	0.00384618027452086	0.0035270381031906376	0.003529843536682057	0.0062006319117147305	0.005996956132166687	0.0054148693904080645	0.005292126917723567	0.008252406273477142	0.007833289257056387	0.007220755336502541	0.007099488792359822	0.010092179685482911	0.00967951979806894	0.009004116809455651	0.008784185116358038	0.019514993092211223	0.018884235504282417	0.018137323010693672	0.017703130138826517	0.0	0.0	0.0	0.0
oyster_0.001_4x_1	0.0	0.0	0.0	0.0	0.002446532145022279	0.001845062322835396	0.0014693627396855126	0.0017526270292451682	0.004347642221112701	0.0038793332467835866	0.0033902892613959087	0.0035038254883972436	0.006194800765630509	0.0058401604781065375	0.005228072455150771	0.0052687003941753645	0.008299283079169453	0.007711762714928879	0.0070867364323247625	0.007117157863147985	0.010260382889682128	0.009701502748296767	0.008957437924294329	0.008890540906623771	0.019695857192577337	0.019025744205953394	0.01808172026704935	0.017793255305845603	0.0	0.0	0.0	0.0
oyster_0.001_8x_1	0.0	0.0	0.0	0.0	0.0024310121412842592	0.0019179727310137122	0.0017630269157209331	0.0024112825339679266	0.004364736168623772	0.004010137353814475	0.0036730347599860384	0.004183242542103336	0.0062514022450966275	0.0058855593238268744	0.00540870943209036	0.0058387060046332095	0.008493054332460196	0.00788319660513156	0.00734299529475185	0.0076590575246028355	0.010153426656328578	0.009723765805189084	0.009158450595805775	0.009512583302719698	0.01987178872649655	0.019060255875312754	0.018255352520523196	0.018446765310668765	0.0	0.0	0.0	0.0006568421480881772
oyster_0.002_1x_1	0.002876408555948513	0.002629315921541456	0.0024990600787816735	0.0024375164453637214	0.0	0.0	0.0	0.0	0.005767516542029632	0.0055250941998647675	0.0050779973525078076	0.00487129039771705	0.007341674335692529	0.007421525164591851	0.006843650664322937	0.006482304985816674	0.009487496448349717	0.009410013460876028	0.008697821823184288	0.008391268444342615	0.011434403408956953	0.011257043244010622	0.010518226523234918	0.010251684124462515	0.020392842781710892	0.019841989575846347	0.019142625940517587	0.018640716835259453	0.0017210780083150895	0.001538792247199011	0.0014456567524026324	0.0014676366522312885
oyster_0.002_2x_1	0.0026644878660964607	0.0020954273952879196	0.001848323946488101	0.00188713135047216	0.0	0.0	0.0	0.0	0.005529913196383371	0.00512329429423984	0.004591187616563742	0.004506798054091371	0.007191251094405794	0.006944362504976969	0.006301786395686262	0.006133807677922297	0.009455181954342681	0.008948924774947332	0.008197643217722645	0.00800789043953505	0.011156018314459098	0.010747230714896503	0.010043214631774326	0.009777261075306767	0.020454826289457922	0.019825413862827296	0.0190216190498778	0.018554443568914655	0.001363108098047719	0.0010494748449184138	0.0007615222499278648	0.0009238055382544628
oyster_0.002_4x_1	0.0023958288295472664	0.0016767428783678402	0.0014680665357424169	0.0017315418517321244	0.0	0.0	0.0	0.0	0.005159374874937672	0.004712481941761828	0.004237655629389943	0.004336956410313014	0.00703071075249101	0.006727149470769379	0.006058881769944003	0.0060447700030409265	0.009123307380217298	0.008598358693731866	0.007871458070147328	0.007859340536168921	0.010929986242217055	0.010487660217750775	0.009734860073023302	0.009576342560606252	0.02040916189577287	0.01973504601612346	0.018798496306781355	0.01861536506966372	0.0009814249255615274	0.0005895154725578701	0.0004289684342689776	0.000793551910810662
oyster_0.002_8x_1	0.002573285827896683	0.0018007502678937454	0.0017817362429965768	0.0024098326580326078	0.0	0.0	0.0	0.0	0.0051241082298627266	0.004848863304115991	0.004507537817591124	0.005032223799220107	0.007131187528690235	0.006843812251764394	0.0063252355813208086	0.006695077802050075	0.009229858756057415	0.008709604961038842	0.008117601823603826	0.008423847032491811	0.010958071630460569	0.01057909663811531	0.009921481038353828	0.010281131697475793	0.02066420793723831	0.019856219816010816	0.01915776783876238	0.019430263668278047	0.0008467603673624165	0.0006698712517572621	0.0007217496996205607	0.0014566043381388965
oyster_0.004_1x_1	0.004653154258040387	0.0044358863710279575	0.004438324085289457	0.004374509118047561	0.005762983796590719	0.005638498284102618	0.005271913693695401	0.005139645487814517	0.0	0.0	0.0	0.0	0.009201455308399203	0.009410955581278767	0.008871069551576965	0.008555744354387244	0.011105226296652003	0.011184959166295576	0.010568565735088574	0.010358532748672851	0.013062677340201606	0.012844723497498323	0.01212641597655485	0.011824858197040072	0.022194301176498597	0.021677434247756713	0.021072608189175196	0.02055616918787637	0.003493227533498431	0.0034470636595498967	0.003363898727099472	0.0034226674456433338
oyster_0.004_2x_1	0.004325182372291343	0.003836615418341034	0.003879191130613523	0.003938930393987101	0.005404222767991043	0.005113533116206188	0.004716696308715543	0.00476649093201433	0.0	0.0	0.0	0.0	0.008988146944573928	0.009006732159234528	0.008398131792576945	0.008185450422102735	0.011074402791345831	0.010817041579228096	0.01024416529364405	0.009926224390062697	0.013032859629540785	0.012729382478555297	0.012015218144997052	0.011743524425035219	0.022147270927380613	0.02167013500492958	0.02101469867950042	0.02056188439833965	0.0032446341683317528	0.002975442050634949	0.0028138403666654833	0.003006656356894263
