sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
club-moss_0.01_1x_novaseq_profR.hist	133940325	9747668	2240863	779425	405181	258797	137282	122632	181503	92565	44817	22101	10542	17407	21596	31250	49569	33908	5393	2935	1903	1153	5478	10652	22762	14229	3212	1033	343	170	49	13	4	0	31250	2242	643	350	69	2	0	0	0	0	0	0	0	0	0	30506
club-moss_0.001_4x_20.hist	95556905	33217342	5142289	1844429	1018289	632833	241567	126873	191643	157799	76401	37678	52311	86373	65411	20811	12375	16520	34778	38232	24798	7748	5836	11347	24247	32375	7309	2352	783	390	10960	21919	13972	1610	511	30	7	3	15471	12952	4316	1768	937	350	57	18	7	1	0	25988
club-moss_0.001_1x_20.hist	106796361	13892664	2912808	1022994	545589	347916	185571	165767	203839	103957	50332	24821	18819	31072	38551	55785	32157	13398	2493	6136	11589	18972	56626	16568	973	539	120	37	11	4	0	0	34870	14214	4521	281	79	42	7	0	0	0	0	0	0	0	0	0	0	41873
club-moss_0.01_2x_MiSeqv3L250R.hist	134084062	10578620	2393019	833495	435023	277143	156051	139398	161552	82390	39890	19672	15605	25766	31968	46259	37801	15749	2504	1362	2344	3837	18227	35441	2083	1156	260	82	1168	16351	6810	2022	807	92	28	115	14763	8051	1609	88	28	10	4	0	0	0	0	0	0	24120
club-moss_0.01_4x_23.hist	129751971	14918702	2491973	911605	497364	306881	139489	90357	136484	88915	43049	24790	34465	56907	43177	13737	9060	12093	25459	23708	15377	4804	3309	6435	13749	16743	3779	1216	404	201	11784	9200	3679	423	133	7	1	9803	9337	517	171	69	35	12	1243	6868	3078	1025	340	6836
club-moss_0.0_1x_25.hist	103032106	9764223	2214919	776741	412761	263760	151344	135193	204210	104146	50424	24867	11521	19022	23600	34150	54168	39892	6345	3453	2239	1919	9117	17726	26621	14788	3338	1074	357	177	51	14	4	0	37980	2372	681	370	73	3	0	0	0	0	0	0	0	0	0	31373
club-moss_0.01_2x_23.hist	133285989	11424969	2431772	856775	460273	291303	209181	186858	90009	45903	27273	30817	42844	70742	36606	11646	6712	5654	11903	29299	28489	8901	3856	1127	882	2823	6718	17913	5970	2984	1684	3368	7323	843	267	15	3	0	15785	4435	1477	604	319	118	18	5	1	0	0	20512
club-moss_0.01_8x_MiSeqv3L250R.hist	128328248	17400323	2542214	976875	480580	300913	172066	126015	120595	61502	58998	66667	27470	30485	37823	26839	15471	19604	23457	12770	8282	9761	20932	6124	1816	5812	13832	8168	2721	1359	3342	6684	9103	1049	332	19	4494	9526	1904	104	33	12	8455	3169	527	174	77	24	7	12121
club-moss_0.0_2x_MiSeqv3L250R.hist	102075388	13522728	2651729	942178	514967	326882	215800	192770	132360	67502	32682	33939	47185	77909	40314	12826	8441	11267	23720	35957	23323	7287	3156	1699	3631	11619	27653	8904	2967	1482	438	129	14241	1641	521	31	8	16041	8445	468	155	62	32	11	0	0	0	0	0	24113
club-moss_0.01_2x_novaseq_profR.hist	132878284	11498491	2434763	856741	458959	290793	198613	177417	104048	53063	26978	30485	42382	67027	34683	11034	6360	5943	12511	30795	25392	7934	3437	1004	855	2738	6515	17374	11129	5563	1647	488	229	25	7	0	0	14366	11196	621	206	83	43	15	1	0	0	0	0	20801
club-moss_0.01_4x_HiSeq2500L150R.hist	135154325	20432271	3484728	1266425	698167	433510	282075	138587	77233	88354	103061	88821	34100	18849	20296	29368	46583	38106	6061	3905	7376	12075	38810	11355	694	2220	5283	11097	3698	1848	20304	6032	2411	277	87	4	0	0	25675	1425	474	193	101	37	5	0	0	0	0	21158
club-moss_0.001_8x_23.hist	93467519	28518719	3880935	1463032	753986	465772	280911	178084	111385	127424	73711	51396	71455	49329	25525	36936	39651	16520	15704	32241	20912	7432	24200	7080	7622	24392	5506	1772	13056	13890	4114	1221	2970	8909	13629	850	243	131	10470	4216	1404	574	303	9980	1662	553	246	81	26	13852
club-moss_0.0_2x_HiSeq2500L150R.hist	98751762	29853885	5327803	1882367	1017341	641960	403794	306255	120587	61498	70694	79883	111061	66624	34475	10968	15210	20305	42746	49732	32258	10079	4366	1815	3879	12413	29542	23347	7781	3889	1151	341	135	14	32536	16725	4807	2621	523	28	8	2	0	0	0	0	0	0	0	42177
club-moss_0.001_8x_20.hist	93807883	30299706	4247247	1591842	814304	505977	227750	203446	155171	89342	104214	51395	63573	59084	30573	25730	40812	29120	11220	27618	26025	8131	13935	27096	10882	6044	6224	16597	13542	6770	2004	594	20432	2356	748	45	8693	11026	2204	121	39	1830	11147	4179	695	230	102	33	10	15672
club-moss_0.001_4x_25.hist	93016797	28938714	3927299	1488500	736403	463891	300004	147395	126442	134252	65001	50887	70748	39108	35371	45604	26288	10952	17955	40247	26105	8156	4428	8609	18397	26841	6059	1950	1374	19236	5698	1692	2732	8197	14984	935	267	145	28	7901	9807	4018	2132	798	132	43	18	5	0	20047
club-moss_0.001_2x_25.hist	104589703	14409222	2889140	1019180	549005	348647	212533	189852	138328	70546	34155	33708	46864	77380	40041	12739	7342	9801	20633	40916	26539	8292	3592	1296	2769	8861	21089	10652	3549	1773	5589	11178	4470	514	162	9	1	0	25225	1534	510	208	109	40	5	0	0	0	0	21712
club-moss_0.0_8x_20.hist	91297213	30543584	4380679	1613784	871203	533934	262881	234828	115648	98568	114976	63319	39852	65802	43046	22138	35114	38777	8003	19700	37210	11627	7908	15376	24195	13440	3034	2512	18653	9325	2762	5523	16439	1895	602	487	13845	7550	1509	82	26	1321	11443	4290	714	237	105	34	10	17215
club-moss_0.001_2x_novaseq_profR.hist	103910747	14972408	2940154	1038109	560259	355802	215356	192373	140090	71444	34590	34802	48385	79891	41340	13152	7581	8227	17319	42631	27652	8640	3743	1464	3129	10012	23827	7672	2556	1277	4324	8647	9827	1132	359	21	5	2153	20392	1131	376	153	80	29	3	0	0	0	0	23588
