sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.0_2x_novaseq_profR.hist	98843520	16613623	3032919	1077752	589209	373456	243350	217381	113549	57909	46598	52655	73205	46504	24063	15197	24105	32179	33108	18024	11690	3652	3994	7766	16595	31789	7177	2310	769	383	1750	3499	22142	2553	811	49	13	6	10753	8131	2709	1109	587	219	35	10	3	0	0	21946	176954610
club-moss_0.001_4x_25.hist	93109933	28765390	3918081	1478358	752626	469772	186791	144380	202974	103516	50119	52664	73218	59387	30730	18091	28695	38307	27476	14958	9701	8689	41274	12380	1080	3457	8228	21941	12886	6442	1907	565	3366	10099	16165	1009	289	156	30	5906	11062	4532	2405	900	149	48	20	5	0	20639	201016355
club-moss_0.01_1x_23.hist	134846570	9648670	2226132	781468	388868	248639	132235	118123	178426	111698	54081	26670	10238	11076	13742	19884	31540	42104	25259	13751	8918	2786	3339	6493	13874	7706	1739	559	185	91	26	6	27909	11708	3724	231	65	34	5	0	0	0	0	0	0	0	0	0	0	30180	185908138
club-moss_0.01_2x_MiSeqv3L250R.hist	133907795	11609593	2557930	894631	472193	299867	187655	167629	141765	72299	35004	17262	22504	37157	46101	48455	27932	11637	1850	1396	2637	4317	20506	37801	2222	1233	277	88	13918	6958	2060	611	243	27	7	10903	11318	6172	1233	67	21	7	3	0	0	0	0	0	0	24437	183895612
club-moss_0.0_8x_novaseq_profR.hist	88538748	28597788	3795088	1445516	739866	457844	284702	177462	109568	125345	64693	73102	52713	54646	28276	30340	43011	17920	11589	28527	27708	8657	10062	19565	17310	9616	3829	10211	15190	7594	2249	667	14280	7535	2396	148	41	15995	3198	176	57	22	8762	5891	980	325	145	47	14	14672	195341923
club-moss_0.01_8x_23.hist	128006663	17051147	2502107	959067	474914	296710	161736	144475	107849	56743	66189	63252	24283	32075	39796	24479	14110	18836	24923	13568	8800	13305	15571	4555	3540	11329	9841	3168	1055	11451	3391	1006	2524	7571	6257	390	111	59	8572	3172	1056	431	1332	6681	1112	369	164	53	16	11099	195856833
club-moss_0.001_8x_novaseq_profR.hist	93195523	27260805	3627712	1385103	699961	435411	222038	198343	111556	93472	93735	54954	54791	50435	26097	37519	33372	13904	29270	20773	13473	11014	29124	8521	2995	9583	22808	7703	2566	1282	12336	9773	3908	449	12401	774	221	3015	13006	721	239	97	4299	7763	1292	429	191	62	19	13831	196583122
club-moss_0.0_2x_20.hist	104001205	13799471	2696856	961244	528424	334885	238242	212818	117760	60056	32641	36883	51278	83924	43427	13816	7963	5094	10724	26396	49859	15580	6750	1974	652	2086	4965	13239	21982	10990	3255	966	385	43	12	0	0	16404	13492	748	248	100	52	18	2	0	0	0	0	24874	162137830
club-moss_0.01_4x_23.hist	129475492	14980838	2515718	916344	504318	312824	157749	77503	98621	112308	54376	26816	37281	49558	25644	13124	20817	27789	19845	10803	7006	5302	25184	9807	581	1859	4425	11800	11222	5610	1661	492	196	21	10425	7763	2230	1215	242	12	211	8137	4318	1618	268	88	38	11	2	13324	192846255
club-moss_0.01_8x_20.hist	128522733	18372133	2690464	1046029	508168	318242	224070	110088	137016	69877	56254	63566	41060	25828	32045	37049	21357	11037	11920	29341	19031	5946	4746	9229	16660	9255	2088	671	9023	11867	3515	1043	416	47	15691	979	280	152	5499	3272	1089	445	7641	2864	476	157	69	22	6	12576	190307006
club-moss_0.0_8x_23.hist	89423241	29130878	3942530	1485908	772665	476766	287803	174148	122443	129753	62822	66223	70884	39184	28576	41350	37196	15497	20649	29646	19228	6008	24910	12555	6791	21731	9140	2942	9804	14920	4419	1312	4732	14196	4516	281	79	10432	5967	330	109	43	11189	4745	789	262	116	37	11	15078	186635062
club-moss_0.001_2x_novaseq_profR.hist	103816115	15228362	2914964	1032291	560597	355522	227282	203027	113467	57867	43912	49619	68985	53929	27905	8878	12153	16224	34155	32084	20810	6502	2816	2754	5884	18830	18504	5957	1984	991	10932	7078	2830	325	102	5	0	15426	12566	697	231	93	48	17	1	0	0	0	0	22948	177249592
club-moss_0.01_8x_novaseq_profR.hist	127796193	17089473	2466262	941837	472661	293468	166230	148490	94198	60874	71007	48901	27434	45297	27297	15515	24609	29977	5340	13145	24829	7758	5098	9913	11118	6175	3403	9076	5755	2876	3604	7207	2881	2406	6223	387	110	6580	4718	261	86	34	7011	3918	652	216	95	30	9	11065	201498396
club-moss_0.01_2x_novaseq_profR.hist	132464213	11440933	2405606	847530	455279	288411	199357	178082	102928	52492	25706	29046	40383	66678	36104	11486	6620	5545	11673	28733	29604	9250	4007	1171	682	2181	5191	13842	12373	6185	1831	543	216	23	6	0	0	19519	7219	400	132	53	27	9	0	0	0	0	0	21031	191140447
