sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.001_1x_30.hist	85968617	2865494	503996	211447	110784	66475	40703	19997	23603	27001	31495	15531	5962	8876	11012	15934	12219	5090	808	439	379	620	2948	5731	7919	4398	992	318	105	51	14	3	0	0	7136	2297	659	358	70	2	0	0	0	0	0	0	0	0	0	6366	98062546
rotifer_0.01_4x_17.hist	94184656	2564434	521700	188740	106126	66640	71470	41772	16447	10524	12275	13870	16352	9038	4676	1486	2157	2878	6059	6247	4051	1265	547	283	605	1936	3841	1236	411	204	59	16	2358	1843	585	35	9	4	0	0	1494	1251	663	247	40	12	4	0	0	1740	101569802
rotifer_0.0_1x_30.hist	87062611	3886631	783816	281404	156590	99412	72991	65201	64834	33064	16008	7893	4574	7552	9369	13557	21503	8958	1424	774	501	283	1345	2614	5586	11497	2595	834	277	137	39	10	3	0	6054	2087	599	325	64	2	0	0	0	0	0	0	0	0	0	8538	102038730
rotifer_0.001_4x_17.hist	90225801	3606811	683190	256528	141652	88041	59071	29021	30607	35013	34021	16777	6440	8154	10117	12262	7068	2944	2070	5094	9622	5950	2577	753	184	589	1401	3735	4852	2425	717	212	83	8	1	0	0	3983	4043	223	73	29	14	4	0	0	0	0	0	4567	100697063
rotifer_0.0_2x_17.hist	89986290	4185872	854149	304464	167393	106479	69437	62026	74770	38131	18461	9103	3551	5862	7272	10523	16690	22280	3543	1928	1249	389	262	509	1088	3482	8287	3225	1074	536	157	45	17	1	2318	5911	1698	925	184	9	2	0	0	0	0	0	0	0	0	7501	102221834
rotifer_0.01_8x_30.hist	90192205	2104321	412937	159744	80000	49902	42201	37697	21057	14527	16945	11153	5675	9370	6695	3452	5475	5440	864	1849	3493	3254	1409	575	1229	3190	719	230	322	2572	761	225	900	102	487	1074	307	166	933	493	163	66	34	1129	298	98	43	13	3	1363	100246226
rotifer_0.001_8x_30.hist	86122476	2884695	583319	224374	114662	71292	67196	35579	40661	25669	18591	21007	9907	9862	12235	4314	6842	8966	1425	3253	6143	4073	1764	1315	2810	3203	722	1486	2534	1266	374	110	4530	521	164	9	1	2378	1407	77	24	9	746	1668	277	91	39	12	1313	915	99991615
rotifer_0.0_4x_17.hist	89662960	3872945	736487	273910	152087	94828	74777	36738	25862	29586	34510	24644	9460	5228	6128	8867	14064	13193	2098	1141	865	1416	6727	9659	567	314	69	21	804	8245	2442	724	288	32	9	0	0	0	3517	2640	879	359	189	70	10	2	0	0	0	4106	100831100
rotifer_0.01_4x_30.hist	90504999	2042357	410037	158385	78745	49441	59628	29295	15682	17939	19563	9647	4331	7151	8871	5761	6811	2837	521	1282	2422	3964	3169	926	242	774	1841	1037	344	2789	825	244	96	10	173	2499	717	390	77	3	0	0	1507	564	93	30	12	3	0	1767	100248973
rotifer_0.001_4x_30.hist	85861680	3201996	570785	232099	111024	70146	75553	49461	22925	26225	30590	15299	6554	10821	13425	9389	5411	2253	2032	5001	9446	4939	2139	624	489	1564	3723	1968	2603	1300	384	113	44	4	6043	837	239	129	24	0	707	1895	1005	375	61	19	7	1	0	3035	100520817
