sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.0_1x_HiSeq2500L150R.hist	92669646	32230825	4996507	1826103	964948	582703	144608	129176	195122	223218	156877	77367	29702	16418	14670	21227	33670	44947	70328	38289	24835	7759	3361	982	56	30	5	0	4893	68510	31527	9366	3745	431	136	7	1	0	0	0	0	0	0	0	0	0	0	0	0	59814	210452016
club-moss_0.001_4x_HiSeq2500L150R.hist	101782401	32770386	5750292	2042227	1115355	695942	385575	189437	95045	108730	126830	127036	48771	26960	29192	42241	67003	45543	7244	4146	7831	12820	60896	25736	1512	839	188	59	13658	40728	12066	3584	1432	164	51	2	0	6132	34679	1925	640	261	137	50	7	1	0	0	0	30352	196437150
club-moss_0.001_1x_25.hist	106608303	9411320	2153411	754682	400410	255459	157739	140905	177908	90732	43929	21664	15673	25877	32106	46459	52233	21763	3461	1883	1378	2256	10717	20839	27357	15197	3430	1103	366	182	53	14	4	0	25488	8608	2473	1348	268	13	3	0	0	0	0	0	0	0	0	30364	162185039
club-moss_0.01_4x_23.hist	129568343	14763570	2521037	915176	504253	312997	155316	76308	115264	94961	45977	33757	46931	48245	24964	11381	18052	24098	26127	14223	9225	2881	8289	16117	12822	7122	1607	516	1114	15604	7821	2322	928	106	32	5634	7931	4325	864	47	14	1571	7323	2745	456	151	66	21	6	12406	192413471
club-moss_0.001_2x_novaseq_profR.hist	103829096	15111535	2925995	1034748	560299	355711	219004	195633	141492	72160	34937	32778	45570	75244	44980	14311	8248	9497	19993	38433	24928	7789	3374	2456	5247	16792	22271	7171	2389	1193	352	103	14051	6362	2023	125	35	18	20744	1151	382	155	81	29	3	0	0	0	0	22204	176869128
club-moss_0.0_4x_23.hist	90539913	30177603	4293709	1579649	858663	528568	182761	163257	205585	104847	55160	62330	86657	47903	24787	24418	38732	51705	9958	6589	12446	20375	45094	13194	775	2308	5493	14649	21565	10781	3193	947	378	42	26454	2812	807	439	86	3	13673	5898	3129	1172	194	63	27	8	1	21446	193886392
club-moss_0.01_1x_20.hist	135496849	9695199	2248780	802088	379270	242041	145455	129932	161960	82598	39991	19721	27418	45271	56168	25743	14839	6182	1390	3421	6462	10578	50247	14702	863	478	107	33	10	4	0	0	9715	24128	7676	478	136	73	13	0	0	0	0	0	0	0	0	0	0	32673	186004708
club-moss_0.0_2x_20.hist	104001205	13799471	2696856	961244	528424	334885	238242	212818	117760	60056	32641	36883	51278	83924	43427	13816	7963	5094	10724	26396	49859	15580	6750	1974	652	2086	4965	13239	21982	10990	3255	966	385	43	12	0	0	16404	13492	748	248	100	52	18	2	0	0	0	0	24874	162137830
club-moss_0.001_2x_HiSeq2500L150R.hist	103418832	29053161	5380176	1892878	1013604	640613	379493	338996	150307	76655	37762	42671	59324	97953	94473	30058	17326	7218	3527	8681	16396	26842	77271	22609	1328	866	2060	5493	1830	914	269	79	12998	38993	23922	1494	428	232	45	1	0	0	0	0	0	0	0	0	0	41202	200723223
club-moss_0.01_1x_novaseq_profR.hist	134336483	9747499	2240741	779311	405053	258693	137452	122783	182921	93289	45167	22274	8570	14150	17555	25402	40293	53789	8556	4657	3020	942	2165	4210	8996	28247	6377	2052	683	340	99	28	10	0	31933	1994	572	311	61	2	0	0	0	0	0	0	0	0	0	28132	186078910
