rotifer_0.01_8x_25.hist	90329149	2121398	412270	159752	79603	49838	36986	33038	26369	13562	15819	11273	9752	5390	5774	7079	4080	2126	3528	3742	2426	757	3087	2275	163	521	1239	2599	865	431	126	36	2316	954	302	17	4	2024	403	21	6	1	527	1252	207	68	29	8	270	958
rotifer_0.0_4x_25.hist	85416562	3385776	590186	241056	115666	73047	79752	45683	26450	30257	27139	13383	18178	10048	5198	6285	9968	12750	2027	1102	1797	2941	11290	3302	193	106	23	6	5796	3794	1123	332	132	14	3	1433	2407	1312	261	13	1667	682	361	134	21	6	22	2315	770	461
rotifer_0.001_2x_23.hist	86216106	3057841	558590	228397	110003	68108	52917	47269	52209	26626	12890	10703	14880	21387	11066	3520	2028	2291	4823	9700	6290	1964	850	464	991	3173	7550	2430	809	403	118	34	12	0	1988	3109	893	486	2687	148	48	18	9	2	0	0	0	0	0	5393
rotifer_0.0_1x_25.hist	85190657	3463049	683968	253301	141651	88680	89524	43983	18878	21595	25189	13926	19360	26812	13873	4413	2543	1058	483	1190	2247	3678	17469	5110	299	165	36	10	2	0	0	0	2232	6696	5642	351	100	53	9	0	0	0	0	0	0	0	0	0	0	7663
rotifer_0.0_4x_20.hist	86710227	3612878	646523	252727	134135	81257	56398	50378	50050	25524	13631	15402	21413	14248	7372	5109	8103	10816	3618	1968	3472	5684	5136	1502	281	900	2141	5710	1902	950	280	82	304	913	4970	309	88	47	8	0	2340	1818	964	360	59	18	7	1	0	3487
rotifer_0.01_2x_25.hist	90281403	1948254	385186	155865	72323	45787	46996	41980	18781	11713	13662	15437	12013	6640	3435	2007	3183	4248	7491	4077	2644	825	356	187	399	1277	3039	2966	987	492	145	42	15	0	0	603	3251	1772	353	18	5	1	0	0	0	0	0	0	800	2459
rotifer_0.0_8x_23.hist	85381206	3091813	614822	237334	120530	75377	50357	44982	44387	22636	26404	15258	9507	15696	8516	8226	8415	3505	3244	7985	5178	1617	2414	4694	1908	1059	1452	3550	1182	590	874	1747	2003	230	72	1970	1688	920	183	9	2	1807	1355	507	83	26	11	2	1468	1151
rotifer_0.0_1x_20.hist	85748179	3725731	508093	217734	121412	75886	120765	59333	23361	11913	6929	7829	10884	17970	22295	15770	9090	3786	601	720	1360	2226	10574	4582	268	148	32	9	2	0	4739	8909	3562	410	129	7	1	0	0	0	0	0	0	0	0	0	0	0	0	8736
rotifer_0.01_1x_25.hist	90361261	1909156	399284	160718	73133	44917	20835	18610	28110	32157	25448	12549	4817	2661	1964	2841	4506	6015	6941	3777	2449	764	330	168	358	1146	2726	3985	1327	662	195	57	21	1	0	0	0	4253	849	46	14	4	1	0	0	0	0	0	0	3568
rotifer_0.01_4x_25.hist	90325556	2163066	408991	160736	78634	49223	41525	37093	20425	18152	18401	9074	4636	7654	9495	6318	3641	1516	1895	4663	4320	1349	583	483	1032	3301	1808	581	192	95	1263	2206	881	100	31	0	0	471	3252	179	58	23	11	3	0	0	410	1440	479	286
rotifer_0.001_2x_25.hist	86172171	3235133	623849	234231	130348	81379	79550	39083	21215	24269	28309	21513	8258	5333	6616	9573	15184	8715	1385	775	1463	2394	11373	3326	194	107	23	6	87	1226	7997	2375	949	108	33	1	0	0	1461	2449	815	333	175	64	9	2	0	0	0	4553
rotifer_0.001_1x_23.hist	87227614	3260206	646776	243571	130306	79375	44942	40145	60639	44223	21411	10558	4052	3409	4229	6118	9704	12954	14476	7880	5110	1596	690	201	10	5	0	0	0	0	10315	5840	2335	268	84	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8179
rotifer_0.01_8x_23.hist	90327230	2086683	418120	160299	81245	50555	40056	34110	19054	21797	14439	7246	10073	9460	4894	5896	4976	2072	2624	3809	2470	770	3539	1034	446	1428	2738	880	292	145	1962	1342	536	60	468	1295	371	201	772	41	12	4	1433	730	120	39	16	4	0	1268
rotifer_0.001_8x_25.hist	86037973	2931167	593922	227460	117144	72669	59866	53476	28565	29347	22531	11688	16249	10942	6124	8861	6515	7052	2303	5669	5194	1622	1957	3804	3353	1862	419	1043	3449	1723	509	150	1822	2289	727	44	11	683	3207	177	58	22	11	1445	884	293	130	42	13	1738
