sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.001_2x_MiSeqv3L250R.hist	104044723	14905395	2724021	972816	536627	340098	235092	210004	120274	61339	29697	33557	46654	77033	54223	17251	9944	4142	8206	20200	38154	26817	11619	3399	486	1556	3704	9877	21693	10845	3212	953	380	42	12	0	8553	19303	3859	213	70	27	13	4	0	0	0	0	0	24749	163793071
club-moss_0.0_2x_25.hist	100614116	15178906	2975969	1050234	566234	359870	211431	188868	155794	79454	38468	26172	36387	60080	68227	21707	12512	5212	9789	24095	45513	14221	6161	1802	2163	6921	16473	9259	3085	1541	19030	5653	2260	259	81	4	0	0	24652	2178	725	296	156	57	8	1	0	0	0	23036	173003796
club-moss_0.0_2x_MiSeqv3L250R.hist	101713716	13369067	2586691	922382	507488	321771	225454	201395	121869	62152	30091	34002	47273	78055	44998	14316	8252	4685	9863	24278	45859	17875	7745	2265	514	1644	3913	10435	22369	11183	3312	983	392	44	13	0	0	15392	13725	761	252	102	53	19	2	0	0	0	0	24407	157045859
club-moss_0.001_4x_novaseq_profR.hist	93008241	28440203	3769522	1453785	705545	445500	319757	157100	102921	117741	97717	48190	43011	71017	36748	15492	24574	32804	35094	19106	12392	3871	16452	31990	8045	4468	5023	13394	15172	7585	2246	666	4108	12325	12569	784	224	121	23	8700	8881	3639	1930	722	119	38	16	4	0	21325	201837273
club-moss_0.001_2x_25.hist	104759455	14356622	2903536	1022483	548680	348790	204005	182234	153329	78196	37860	27371	38054	62832	57557	18312	10555	7114	14976	36865	25485	7963	3449	3021	6454	20654	17690	5695	1897	947	279	82	21089	2431	772	47	12	5	17319	3984	1327	542	287	106	16	4	1	0	0	22333	174251692
club-moss_0.01_4x_25.hist	129867142	14717182	2546417	917016	508395	316719	152984	81494	123097	80930	39183	38825	53978	38705	20028	15013	23812	31788	7170	9903	18704	16627	7204	2107	4501	14403	11618	3740	1245	621	3523	7045	12075	1392	441	26	6	2	9217	5651	1882	770	408	152	24	5352	2398	798	265	9027	196226262
club-moss_0.001_1x_23.hist	106712945	9069638	2090260	731626	386941	247228	147376	131648	192151	97996	47446	23398	11511	19006	23581	34122	54124	48166	7661	4170	2704	844	2848	5538	11834	35482	8011	2578	858	428	125	36	13	0	19801	10698	3074	1676	334	17	4	0	0	0	0	0	0	0	0	30602	160342048
club-moss_0.0_4x_20.hist	93471648	32423377	4999838	1793561	995804	620882	276031	135617	131512	150449	119634	58999	31170	51466	63856	45290	26107	10877	22898	42720	27709	8658	5246	10199	21794	34592	7810	2514	837	417	8706	17412	21541	2484	789	48	12	6	4557	17982	5993	2455	1302	487	80	25	10	2	0	24538	190223393
club-moss_0.0_2x_HiSeq2500L150R.hist	100357093	28289316	5244212	1845099	988135	625410	357300	319171	180546	92077	44580	33714	46872	77393	96024	50544	29136	12139	3250	8001	15112	24740	42867	12542	4194	13420	31939	10284	3427	1712	506	149	58	5	20166	26654	7662	4178	834	45	14	4	1	0	0	0	0	0	0	40556	195609428
club-moss_0.01_1x_23.hist	134008212	9550093	2200240	769482	391893	250480	134328	119993	181250	107623	52107	25697	9864	11883	14743	21333	33837	45171	18345	9987	6477	2023	4421	8595	16582	9211	2079	668	221	109	31	8	17846	16052	5106	318	90	48	8	0	0	0	0	0	0	0	0	0	0	31314	184501560
