sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
club-moss_0.0_2x_novaseq_profR.hist	100146890	15435440	2957994	1047366	568581	360836	225872	201767	133876	68276	34461	38940	54138	77205	39950	12710	7326	8471	17833	43291	28080	8774	3801	1670	3568	11417	27171	8749	2915	1456	430	126	13988	5694	1810	112	31	16	11660	8306	2767	1133	600	224	36	11	3	0	0	22904
club-moss_0.001_2x_23.hist	105802274	13774360	2802214	990051	535113	339375	222131	198426	106702	54417	46757	52835	73456	42674	22081	9296	14745	19683	41438	26340	17084	5337	2312	3362	7183	22986	14691	4730	1575	786	14503	4308	1722	197	61	2	0	13011	14993	831	276	112	58	20	2	0	0	0	0	23561
club-moss_0.01_2x_MiSeqv3L250R.hist	134829619	11778697	2611788	911171	477721	303603	181495	162126	145488	74198	35924	17715	23657	39061	48464	41423	23878	9948	1581	3116	5884	9633	45757	13388	786	435	97	30	356	4994	14859	4414	1764	202	63	8759	10353	5646	1128	61	19	7	2	0	0	0	0	0	0	25720
club-moss_0.0_8x_25.hist	88781036	28752609	3836846	1458102	745264	461565	257054	180757	142464	86460	88345	66748	49916	55017	28468	33836	42639	17765	24693	13443	19300	28077	12165	5167	11041	24818	5603	1803	15812	7905	4964	1474	6138	13992	4451	277	78	9726	6498	360	119	47	11073	4556	758	251	111	36	11	14294
club-moss_0.01_4x_novaseq_profR.hist	129873682	14878924	2522543	911853	505257	314657	155118	76211	113907	96746	46841	29625	41187	49305	25513	12448	19744	26357	18618	10135	10834	17736	7684	2520	5385	17232	8414	2708	901	449	10374	6867	2745	315	99	7600	3311	1805	360	19	8724	3574	1896	710	117	38	16	4	0	15335
club-moss_0.0_1x_20.hist	105004675	13199975	2850547	1000294	532363	339385	187784	167744	191793	97813	47358	23354	31207	51526	63930	20340	11724	4884	9880	24320	45937	30025	13009	3805	222	122	26	7	1	0	11912	23823	27789	3204	1018	62	17	8	0	0	0	0	0	0	0	0	0	0	0	38506
club-moss_0.0_2x_23.hist	102326525	13768533	2773607	981467	532142	337857	216199	193126	139054	70916	34335	30681	42656	70431	51599	16417	9463	6588	13868	34137	36996	11560	5008	2888	6172	19749	4458	1434	477	237	24473	7750	3099	356	112	6	0	0	14931	6462	2153	881	466	174	28	8	2	0	0	23254
club-moss_0.0_8x_novaseq_profR.hist	88568894	28622787	3803093	1446096	739665	458419	291691	143311	151906	100238	66846	75535	62162	34362	32969	47707	29713	12379	26061	27873	18078	5648	26715	12048	6340	20287	11033	3552	1183	16561	10409	3092	1235	141	19598	1223	350	190	9776	3723	1240	507	3892	8218	1368	455	203	66	21	14074
club-moss_0.0_1x_23.hist	102424214	12021096	2532113	894538	483346	307512	191923	171442	153588	78329	37924	21545	29954	49458	61364	45579	26274	10946	1740	2810	5307	8688	41268	37837	2224	1234	277	88	28	13	2	0	10023	30070	9566	596	170	92	17	0	0	0	0	0	0	0	0	0	0	33508
club-moss_0.001_8x_25.hist	93030742	27560434	3668714	1401510	705714	441047	206244	184234	137281	83551	97459	48063	62238	50938	26358	28431	44739	18640	11035	27162	27865	8706	9699	18858	18008	10003	2257	1722	19859	9928	2940	872	4497	13490	5126	319	90	7052	10029	556	184	74	3778	8836	1471	489	218	71	22	13065
club-moss_0.01_8x_HiSeq2500L150R.hist	125522266	39728361	5029933	2038556	951474	593002	411685	314049	123655	109119	127283	92368	35461	36769	45620	58219	33561	13982	9910	24394	46077	14398	6238	3941	8422	26949	19368	6236	2077	1037	4482	8964	20006	2306	733	44	11	16162	4574	253	83	33	9629	3610	600	199	88	28	8	24221
club-moss_0.01_2x_25.hist	132887662	11598016	2464785	865405	461219	292695	186915	166968	124914	63705	30843	23109	32127	53047	54392	17305	9975	4155	5126	12618	23834	25595	11090	3244	269	860	2047	5458	18023	9010	2668	791	315	35	10	0	0	17433	7397	409	135	54	27	9	0	0	0	0	0	21571
club-moss_0.0_4x_novaseq_profR.hist	88913527	29415540	4117132	1514638	826868	510384	180252	147675	206462	105294	50980	56455	78489	57859	30545	17999	28549	38112	28154	15327	9941	7366	34992	28716	1688	1691	4024	10729	22757	11377	3370	1000	399	45	19789	5581	1603	873	173	3321	11408	4674	2480	929	153	50	21	6	1	20977
club-moss_0.0_2x_20.hist	104053473	13535853	2654773	947758	522520	330885	245207	219039	102572	52310	38365	43351	60271	76449	39559	12586	7254	6618	13932	34293	41899	13092	5672	1658	705	2255	5367	14311	20279	10138	3003	891	355	40	11	0	12671	15001	2999	165	54	21	10	2	0	0	0	0	0	26127
