sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.0_1x_30.hist	85795353	3057096	558333	231234	116281	69346	25196	22506	33995	38889	45363	28879	11086	6127	3169	1160	1839	2455	5168	12720	12567	3926	1700	496	307	984	2341	753	250	124	35	9	8127	4250	1351	83	22	11	1	0	0	0	0	0	0	0	0	0	0	7667	98639985
rotifer_0.01_4x_30.hist	90343021	2080127	403065	158167	76854	48437	55934	32478	15746	18013	21011	10361	3976	6021	7470	7815	4504	1875	976	2403	4538	2911	1260	367	710	2271	1899	610	202	2323	687	203	159	478	2685	166	46	24	3	0	1726	706	374	139	22	6	1	0	890	1036	100176592
rotifer_0.01_8x_17.hist	90583990	2409296	415254	169133	80353	50536	56381	27699	23552	20924	10129	10259	12978	7173	3711	3672	5824	7774	1931	1050	694	1136	5396	1577	300	961	2288	1144	380	189	971	1942	1553	178	55	2	0	2186	777	42	13	4	1	0	1635	544	242	79	25	14	89255866
rotifer_0.01_4x_17.hist	94034200	2552915	505685	184732	103243	64611	65041	31954	13475	15414	17979	20315	10164	5617	2906	2938	4660	6220	4493	2445	1585	519	2464	4791	673	373	83	25	3909	1953	577	170	67	6	1	83	2265	1234	245	986	652	266	140	51	7	1	0	0	0	2643	101416531
rotifer_0.0_8x_30.hist	85422274	3057929	612834	236190	119962	74743	59192	52874	32608	26936	27826	13722	11296	13990	7238	8223	8608	3585	7547	4216	2733	4230	5416	1583	575	1839	3776	1215	404	1765	2146	636	709	2126	1394	86	23	1404	2392	131	42	16	7	2487	426	141	62	19	5	2383	100056599
rotifer_0.001_1x_17.hist	96195505	5260288	1136445	397420	209701	132028	92922	45653	17974	10874	12684	14332	19924	32898	34893	11101	6398	2665	422	229	147	45	184	358	764	2445	5820	15519	5703	2850	843	249	98	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12216	109730287
rotifer_0.01_2x_30.hist	90235699	2126144	436946	160829	89664	56037	59523	29243	12588	14400	16796	18978	7916	4375	2621	3792	6015	8029	2654	1444	935	537	2551	934	1535	4913	1108	355	117	57	16	3	2338	2673	849	52	13	6	0	0	1512	618	327	121	19	5	1	0	0	2632	100141043
rotifer_0.01_1x_17.hist	92374458	3591684	436257	184449	103166	64592	89904	64152	25259	12881	6235	3074	1684	2780	3449	4989	7914	10564	10330	5623	3646	1138	492	143	7	3	0	0	0	0	924	1847	7588	874	277	16	3	1	0	0	0	0	0	0	0	0	0	0	0	5783	101889023
rotifer_0.01_1x_30.hist	89818803	1770705	354226	144982	70068	43280	45019	40214	23205	11833	6782	7663	10653	17590	9101	2894	1667	693	264	650	1228	2009	9543	5226	306	169	37	10	2	0	0	0	0	0	6891	429	122	65	12	0	0	0	0	0	0	0	0	0	0	4294	97608771
rotifer_0.001_1x_30.hist	87731007	3344968	704938	252575	140096	88898	68517	61204	49019	24998	12102	8942	12431	20525	19619	6241	3597	1497	1811	4459	8422	8009	3469	1014	58	31	6	0	654	9155	2711	804	320	36	10	0	0	4647	928	50	15	5	1	0	0	0	0	0	0	6552	101134394
rotifer_0.001_8x_17.hist	86777613	3374068	609907	246378	118152	74783	76399	58224	22924	26224	27918	13767	13936	12567	6502	4983	7904	10550	4845	2637	1709	1781	8461	3452	202	520	1237	2053	683	4427	1310	388	154	16	4	3268	1907	1039	206	10	2	0	0	0	0	0	6190	10941	3646	2186	87296868
rotifer_0.01_8x_30.hist	90348541	2080254	414362	159132	80235	49991	40939	36569	18918	20186	11082	12522	6312	9588	4960	6537	3767	1913	4027	3446	2234	697	1730	3363	653	362	861	2295	1404	701	455	909	1493	171	53	1212	716	389	76	3	1193	669	354	131	20	5	376	803	266	159	100230668
rotifer_0.0_8x_17.hist	86111305	3515030	637357	256348	123406	78035	81259	39922	30326	34692	30445	15014	7007	11569	14353	9934	5725	2384	3804	9364	6817	2129	921	1579	3374	4697	1059	340	112	55	5635	2199	878	100	30	0	0	2401	3557	196	64	25	12	3	0	0	0	0	0	21975	86842839
rotifer_0.001_2x_30.hist	85812953	3207332	583481	232737	113506	71644	79061	50916	20047	20975	24466	27645	16221	8966	4638	2639	4185	5586	11759	6852	4443	1387	600	411	878	2810	6687	3695	1230	614	181	52	20	1	0	0	5029	3304	659	35	10	3	0	0	0	0	0	0	879	4342	100243645
rotifer_0.001_2x_17.hist	89909615	3715718	765831	275887	154320	97583	84215	75228	47565	24257	11743	5790	8049	13290	16489	19637	11319	4715	749	406	262	429	2038	3963	8468	8270	1866	600	199	98	28	7	1	0	0	3062	4394	2396	478	25	7	2	0	0	0	0	0	0	0	6669	100950826
rotifer_0.001_4x_30.hist	86176305	2921756	595027	225749	120658	73839	59890	51922	33159	31861	15425	12946	17998	10619	5494	6825	10825	4597	3126	7694	4990	1558	1062	2064	4410	2449	552	176	2747	2815	833	246	97	10	5382	335	95	51	9	0	1625	1772	939	351	57	18	7	1	0	2898	100177867
rotifer_0.001_8x_30.hist	86048068	2917408	587792	225264	116724	72235	71363	35060	41269	23941	23492	11813	14122	13344	6904	5463	8665	9866	1568	2568	4851	5888	2550	745	1158	3705	2715	873	290	2886	1345	398	1029	1995	634	38	10	2917	1273	69	22	8	335	1685	279	92	40	12	3	2526	100011961
rotifer_0.0_4x_17.hist	89824533	3933425	745497	277442	153693	95702	64172	31527	33540	38369	34481	17004	6527	7057	8755	12668	17062	7108	1129	614	689	1127	5354	10411	4516	2508	565	181	59	28	7	1	5399	4383	1393	86	23	11	1	0	712	2192	1162	435	71	22	9	424	2446	1466	101057452
rotifer_0.0_1x_17.hist	91846418	4061067	893592	319786	173302	106473	50337	24730	16037	18346	21399	24180	33617	34403	17801	5663	3263	1358	215	116	74	78	369	718	1533	4907	11677	11512	3836	1917	567	167	65	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12561	102255209
