sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.0_1x_20.hist	52569005	9224034	1659583	713010	400447	251288	440111	216232	85140	43420	34292	38749	53872	88950	110363	73439	42334	17638	2805	3695	6979	11425	54268	62518	3676	2041	459	147	48	23	3975	7950	66931	7720	2455	152	42	22	3	0	0	0	0	0	0	0	0	0	0	53173
moss_0.001_4x_23.hist	53818013	8716986	1731663	731847	392029	239018	209366	187023	194373	99129	58870	66522	92485	53452	27659	24332	38595	51522	39086	21279	13801	4824	22915	44556	13452	7472	1686	542	30409	15203	4503	1337	533	60	27019	3607	1036	564	111	5	16719	6851	3635	1362	226	74	32	9	2	22873
moss_0.01_2x_25.hist	65298321	7359551	1315795	557228	300305	183835	122371	70157	105972	121231	88020	43408	17608	29072	36070	52195	46822	19508	3102	6152	11620	19023	33487	9798	575	318	70	21	26192	13209	3912	1161	463	52	15	0	0	24948	4988	276	91	36	18	5	0	0	0	0	0	23398
moss_0.0_8x_23.hist	53423043	6982926	1596995	643661	328344	207213	252955	128165	193595	98732	70948	80170	62820	34726	37868	54796	31587	21576	45422	26205	16996	9864	46856	14559	1759	5628	13395	24794	8263	4130	1896	3791	25489	2939	934	57	15	18565	3712	205	67	26	9650	8408	1400	465	207	68	21	16935
moss_0.0_4x_25.hist	51967490	8081318	1659346	701570	376296	229622	203201	181516	202255	103149	59120	66805	91388	50518	26140	26414	41898	55932	34957	19031	12343	14729	48060	14062	1316	4210	10020	26720	16355	8176	2421	718	3947	11842	21556	1346	386	209	40	1	13159	8583	4555	1707	283	93	40	12	3	23373
moss_0.01_4x_23.hist	66182586	6443376	1304967	543122	277491	170570	155950	139307	134033	68355	38943	44005	61179	60594	31355	11559	18334	24475	36684	19971	12953	4046	4847	9424	20137	12076	2725	876	941	13182	7798	2316	925	105	10099	8440	2425	1322	263	13	3	8345	4428	1659	275	90	39	12	3	13584
moss_0.0_8x_20.hist	53920812	8299296	1775140	734587	368410	231657	312839	153702	131040	149909	76983	58189	80900	44721	31255	45227	57766	24068	11764	28956	51644	16137	7583	14743	31504	17501	3950	1271	8473	27858	8253	2451	979	112	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.001_2x_25.hist	51657868	11572800	1938987	829605	460577	287162	251373	123502	103547	118457	138175	136913	52563	29056	16680	24136	38284	51107	67844	36936	23957	7485	6297	12244	26163	14534	8276	22068	26624	13311	3943	1170	467	52	15	0	33475	18258	3650	201	66	26	12	3	0	0	0	0	0	40428
moss_0.0_8x_25.hist	53011231	6735831	1545244	621416	318741	201083	233966	171256	135509	99197	106210	52753	67836	37499	36167	52335	40716	17623	37102	29634	19221	14685	33225	9721	7772	24872	5615	6377	18277	9137	2706	803	14997	9248	2941	182	51	14320	6598	365	120	48	7763	9516	1585	527	235	77	24	15972
moss_0.01_4x_25.hist	65802245	6099586	1264113	523914	264087	163905	166273	148529	112869	57562	51438	58124	61936	34237	19060	27581	43748	31059	4940	8056	15215	24909	10793	3157	4791	15332	8613	2772	923	460	17365	5158	2062	236	74	4095	9850	5371	1073	58	18	2788	6440	2414	401	132	58	18	5	12942
moss_0.01_2x_20.hist	66821628	8504572	1438973	610780	331375	203740	159448	78338	69278	79253	92446	104463	48935	27050	13996	16523	26209	34987	42091	22915	14862	4643	2011	3859	8246	26389	17379	5595	1864	931	274	80	31	2	9075	21238	6104	3328	664	35	10	3	0	0	0	0	0	0	0	28153
moss_0.0_2x_20.hist	54055327	11668966	2156366	897864	492367	304751	234458	115192	114022	130441	152155	163923	62934	34788	18001	16538	26233	35019	73724	54839	35570	11114	4815	2884	6163	19722	46937	24765	8254	4126	1221	361	143	15	3	42820	16092	8776	1754	96	31	11	5	0	0	0	0	0	0	47213
moss_0.01_1x_20.hist	64529606	9097380	1361813	584791	328012	205692	311295	152943	60220	35806	41766	47195	65614	103166	53384	16984	9790	4078	5499	13535	25566	41854	18135	5305	311	171	37	11	2	0	32845	21852	8740	1007	319	18	4	1	0	0	0	0	0	0	0	0	0	0	0	39885
moss_0.001_8x_23.hist	55006864	6765593	1544474	622008	317139	200207	245634	147105	162055	82647	91833	74074	36065	59548	44310	25787	40903	52095	9494	21860	41290	15361	7018	13645	25292	14050	3171	5574	17950	8974	2658	788	14582	9528	3030	188	53	8030	12620	700	232	94	5071	10496	1748	581	259	85	27	15041
moss_0.0_4x_23.hist	52246281	9014698	1808092	763552	408056	248743	209393	187048	218888	111631	56384	63713	88579	71155	36819	18351	29108	38858	57610	31364	20343	6356	12940	25160	35868	19926	4498	1447	1942	27198	8057	2393	1358	4073	27656	1727	495	269	52	1	17458	7670	4070	1525	253	83	36	11	2	23228
moss_0.01_8x_25.hist	66358388	5436287	1230043	486915	247886	156079	152519	126316	101085	72449	51837	58575	52820	30103	37350	28363	20155	26906	16204	17761	11520	4995	23726	6941	2225	7119	14593	4698	1565	781	9233	8448	3378	388	2998	6436	1849	1007	7830	1382	459	187	5721	4145	689	228	101	32	9	10183
moss_0.001_4x_20.hist	54862905	12235246	2068132	881282	483652	299496	230781	113385	156382	178900	116408	57409	37387	61731	76591	42872	24714	14891	31349	59015	38279	11961	5182	9058	19355	49339	11140	3586	1194	596	13060	26120	15795	1821	578	35	9	3	22295	12669	4222	1729	916	342	56	17	6	1	0	32421
moss_0.001_1x_23.hist	52555700	10784334	1847886	791074	439854	274476	298167	146492	73518	84103	98103	110856	114392	63235	32721	10410	7065	9431	19854	48872	92313	45429	19685	5759	337	186	41	12	3	0	15779	31558	52678	6075	1932	119	33	17	2	0	0	0	0	0	0	0	0	0	0	56835
moss_0.001_8x_20.hist	55223234	8117710	1723916	713857	358782	225481	251052	166605	166808	85071	99232	66871	47846	65747	34021	30381	48190	45658	8878	21854	41279	24435	10587	5531	11818	37817	8538	2748	915	456	31670	10777	4309	496	156	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.0_4x_20.hist	51285227	15268622	2412346	1031243	571099	355555	274505	134867	154228	176436	170335	84004	32250	53250	66068	71486	41208	17169	15959	39284	56689	17714	7675	9642	20602	65928	14886	4792	1596	797	4789	9577	43934	5067	1611	99	27	14	22961	13975	4657	1907	1011	378	62	19	7	1	0	37843
moss_0.001_2x_23.hist	52282403	11449544	1925140	824115	458198	285917	296038	145447	85397	97693	113955	128768	81930	45290	23435	18583	29475	39348	70974	38640	25063	7831	18724	5478	4168	13339	31746	39494	13163	6580	1948	578	230	25	7	0	30127	20465	4092	226	74	29	14	4	0	0	0	0	0	38315
moss_0.001_2x_20.hist	56287025	10548325	1986923	838761	447777	272371	182524	163045	246282	151816	73505	36250	50397	83213	58509	22642	35914	47943	48667	26495	17185	5369	4290	8341	17824	57036	30586	9848	3281	1639	484	143	56	5	13234	35303	10148	5534	1105	60	19	6	2	0	0	0	0	0	0	44116
moss_0.01_8x_20.hist	66796140	6269575	1333510	545935	267696	169341	216847	106539	92250	97501	47206	53342	56288	31115	34484	37523	21629	12271	25834	22276	14448	4514	7104	13814	14731	8182	1846	610	13586	6792	2011	596	7773	6474	2058	127	6279	5156	1030	56	17	5834	6158	2308	383	126	55	17	4	11658
moss_0.01_4x_20.hist	67697157	7882012	1432964	603189	319254	193015	137837	123127	166870	85102	41203	33976	47237	77995	40359	12840	15817	21115	36301	19762	12818	4004	11348	22066	11302	6278	1416	455	10366	14102	4177	1240	495	367	15277	953	273	148	28	13376	4457	1826	968	362	59	18	7	1	0	17320
moss_0.001_8x_25.hist	54607658	6602520	1512480	607983	310352	195664	204465	173186	136255	114444	62321	70422	51904	50950	44957	27763	44038	40921	11972	29468	36263	11331	9068	17632	24709	13726	3098	996	18164	12100	3584	1064	4659	13976	8306	518	147	79	16583	2936	977	399	211	10265	3660	1219	545	180	59	13823
moss_0.01_8x_23.hist	66503275	5504856	1243801	492652	249887	157363	154144	117057	117520	59934	64803	50587	42598	46186	26214	37853	21820	13426	28265	15387	9980	8058	23009	6731	1823	5833	13883	6967	2321	1159	9524	7173	2868	329	103	10074	2895	1578	314	5570	1855	759	1770	6853	1141	379	169	55	17	9550
moss_0.01_1x_23.hist	64389193	11629287	1623296	696027	388734	243190	310971	152783	60157	41475	48378	54666	76002	105494	54589	17368	10011	4170	5113	12586	23774	38920	49642	14525	853	473	105	33	10	4	0	0	51403	10259	3263	202	57	30	5	0	0	0	0	0	0	0	0	0	0	43826
moss_0.001_4x_25.hist	53650745	7836333	1643220	688206	358660	221200	215072	192120	184409	94047	52217	59005	82034	68429	35409	18763	29762	39730	47925	26091	16923	5287	21216	41252	5529	4054	9649	25731	8576	4287	1269	376	15678	15407	4901	305	86	46	8	10885	11552	4733	2511	940	155	50	21	6	1	23426
moss_0.01_2x_23.hist	65477540	7875798	1375469	582565	314071	192311	133048	65367	92924	106304	109345	53925	20702	23041	28587	41366	65614	28476	4529	2465	2568	4204	19969	38829	9863	5478	1236	397	1150	16101	6460	1918	766	87	26	7477	15007	8184	1635	89	28	10	4	0	0	0	0	0	0	25776
moss_0.001_1x_25.hist	51584978	9969574	1686429	725256	408455	256705	444337	218308	85958	43837	35570	40194	55880	92267	114479	51874	29903	12458	4157	10232	19326	31639	79735	23330	1371	760	170	54	17	7	1	0	80925	9334	2969	184	52	27	4	0	0	0	0	0	0	0	0	0	0	50065
moss_0.001_1x_20.hist	58409565	7543504	1754223	659318	373508	235481	379801	186601	73473	57221	66746	75422	104859	109891	56864	18092	10428	4344	5353	13175	24886	40741	89239	26111	1534	851	191	60	19	8	3550	7099	58330	6728	2139	132	37	19	2	0	0	0	0	0	0	0	0	0	0	56800
moss_0.0_2x_23.hist	51466415	10929443	1930409	825501	457603	285059	263022	129225	96765	110698	129126	145911	56018	30966	20765	30048	47662	63626	46699	25424	16490	5152	9904	19258	41151	32775	7399	2382	16933	8465	2507	744	296	33	20272	31235	8979	4896	978	53	16	5	2	0	0	0	0	0	0	45779
moss_0.0_1x_23.hist	51013772	9350721	1704808	730262	406760	254080	356590	175197	68983	46638	54401	61472	85464	127794	66129	21040	12127	5052	9007	22172	41879	68562	42943	12564	738	409	91	28	8	3	16652	33303	42841	4941	1571	97	26	13	1	0	0	0	0	0	0	0	0	0	0	55146
moss_0.0_1x_25.hist	50626013	10850224	1939884	826261	452830	280178	218490	107346	101472	116083	135407	153009	92739	51265	26527	8439	6397	8539	17976	44248	83579	61988	26860	7858	461	255	56	17	4	1	33991	53262	21304	2456	780	47	12	5	0	0	0	0	0	0	0	0	0	0	0	62567
moss_0.0_2x_25.hist	50137318	11029943	1926782	822127	452847	281041	223285	109702	127517	145878	170162	83919	32218	25219	31289	45277	71817	75156	11955	6508	4220	6855	32560	63311	23494	13051	2946	947	963	13484	26886	7987	3194	367	115	6	31089	16956	3390	187	61	24	11	3	0	0	0	0	0	42600
moss_0.01_1x_25.hist	64961285	9583005	1599900	643601	361398	226764	276857	136023	54815	62707	73145	82653	81081	44821	23192	7378	11200	14950	31474	59513	38602	12062	5225	1528	88	48	9	2	0	0	19353	38706	15481	1784	566	34	8	3	0	0	0	0	0	0	0	0	0	0	0	39088
moss_0.0_4x_17.hist	65177045	13454117	3076134	1125518	642636	406798	456992	374504	147460	81892	95524	107941	150070	94106	48696	15493	9595	12808	26964	66372	90174	28178	12209	3571	2104	6734	16027	42739	35220	17609	5216	1548	618	70	21	4103	41906	22857	4570	252	83	33	16	5	0	0	0	0	0	47947
moss_0.0_4x_30.hist	52040037	7633540	1648819	686834	351900	219249	248071	221598	94821	108474	123929	61118	31184	51489	63883	47548	27409	13884	29228	49130	31867	9957	8488	16504	28521	15844	3576	9537	16523	8260	2446	725	5962	17886	15452	964	276	149	28	0	16786	6878	3650	1367	226	74	32	9	2	22339
