sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.05_1x_1.hist	99713209	951575	176622	60047	28511	18320	3242	2895	4372	5001	4532	2234	856	472	243	76	50	66	139	342	645	1055	730	212	11	5	0	0	0	0	0	0	0	0	0	0	0	546	108	5	0	0	0	0	0	0	0	0	0	357	102318768
rotifer_0.15_1x_1.hist	100541101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100733045
rotifer_0.1_8x_1.hist	100591868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100591868
rotifer_0.15_8x_1.hist	100618476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100618476
rotifer_0.1_1x_1.hist	99811349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100006939
rotifer_0.1_2x_1.hist	100713152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100713152
rotifer_0.2_1x_1.hist	100518831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100711843
rotifer_0.1_4x_1.hist	100203886	618633	53004	18344	9390	5872	426	379	148	74	61	68	30	15	18	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100976590
rotifer_0.05_4x_1.hist	98665830	822032	97824	40776	20937	12361	5377	4802	4554	2322	1370	1547	1843	1017	525	248	392	523	575	312	201	61	144	280	241	133	29	8	387	192	56	15	5	0	0	10	252	136	26	0	0	0	0	0	87	28	11	2	0	11	100821824
rotifer_0.05_2x_1.hist	98844368	854437	107838	41175	22383	13779	7457	3663	1703	1947	2270	2564	1702	939	485	662	380	157	75	184	346	566	412	119	6	4	10	26	330	164	47	13	298	33	9	0	0	0	0	0	0	0	279	179	28	8	2	0	0	0	101285165
rotifer_0.15_2x_1.hist	100407134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100407134
rotifer_0.15_4x_1.hist	100949196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100949196
rotifer_0.2_8x_1.hist	100731687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100731687
rotifer_0.2_4x_1.hist	100377797	603206	50886	16925	6710	3840	6	3	3	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101054962
rotifer_0.2_2x_1.hist	101036250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101036250
rotifer_0.05_8x_1.hist	98429016	769529	111610	44661	20498	12828	8785	4315	2524	2887	2111	1040	1445	1059	547	714	410	361	397	215	368	341	146	41	88	282	213	67	21	9	122	154	60	6	277	16	3	1	0	62	80	31	15	4	0	0	54	35	10	5	100537812
rotifer_0.0_1x_1.hist	84342563	2914951	499841	210932	112495	68379	53409	26240	16316	18665	21771	24600	31306	17304	8953	2847	1640	1463	3079	3761	7103	11628	6430	1880	109	59	12	3	0	0	0	0	9521	4285	1362	84	23	11	1	0	0	0	0	0	0	0	0	0	0	7254	96841984
rotifer_0.0_2x_1.hist	85543794	3218681	586697	239468	114627	71440	62126	55495	39543	20165	19508	22043	14882	8225	5031	7280	11546	15413	2451	1333	864	858	4078	7929	2803	1556	350	111	36	17	5901	1752	699	79	24	0	0	0	6917	383	126	50	26	8	0	0	0	0	0	4705	99509985
rotifer_0.0_8x_1.hist	85309243	3131694	615408	238499	119769	75137	55599	49665	35779	28298	22350	15400	14160	9603	11914	8637	4978	3673	7732	4861	3197	5233	3059	894	1500	4799	2022	650	215	1963	3136	930	371	41	2729	1182	338	183	35	1893	1304	533	282	104	16	4	1433	1002	333	625	99225393
rotifer_0.0_4x_1.hist	85334681	3325129	593951	242316	115790	73032	76282	51111	25822	29540	30220	14903	7582	12518	15531	8246	4752	1979	3935	9685	7323	2287	990	675	1442	4614	5033	1620	539	268	78	22	1087	3260	2500	155	43	22	3	1544	2229	912	483	180	29	8	2	0	0	3566	99658375
