sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_4x_25.hist	histogram	genome-skim	4.09	101469308	0.53	6.44	0.0051	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.66	65520837	0.84	10.16	0.0261	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98753534	0.67	4.85	0.0068	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98522637	0.54	6.77	0.0052	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.61	96296913	0.69	5.12	0.0129	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102352342	0.51	6.68	0.0080	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.05	102502350	0.52	6.42	0.0078	150
moss_0.0_1x_20.hist	histogram	genome-skim	0.99	104362018	0.56	6.67	0.0129	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.09	101299475	0.65	4.79	0.0067	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.92	112196062	0.58	6.74	0.0127	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.72	111345077	0.46	7.16	0.0143	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.98	104958614	0.54	6.51	0.0134	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.88	110257203	0.46	6.72	0.0050	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101950205	0.65	4.82	0.0043	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104841221	0.62	4.87	0.0066	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101250887	0.67	5.05	0.0127	150
moss_0.0_1x_23.hist	histogram	genome-skim	1.01	102474851	0.53	6.99	0.0076	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.79	64863839	0.83	10.61	0.0265	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.90	109306084	0.48	6.79	0.0074	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.91	106177475	0.52	7.07	0.0141	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.92	108001101	0.47	6.80	0.0075	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.93	111709109	0.68	4.92	0.0116	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.00	103277932	0.52	6.36	0.0055	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.97	106751566	0.63	4.81	0.0047	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.97	107253211	0.50	6.83	0.0055	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98573314	0.55	6.43	0.0051	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.26	100363440	0.66	4.75	0.0044	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.08	101743299	0.51	6.71	0.0052	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.94	109942365	0.51	6.72	0.0074	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	96980786	0.57	6.54	0.0078	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.96	108456551	0.62	4.80	0.0067	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.95	106546337	0.51	7.24	0.0136	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105176963	0.62	4.55	0.0043	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.85	112293060	0.46	6.25	0.0049	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.56	96833718	0.55	6.65	0.0079	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.01	103184147	0.65	4.79	0.0122	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.85	111970940	0.59	7.02	0.0237	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.97	106733451	0.61	5.10	0.0024	150
moss_0.0_1x_30.hist	histogram	genome-skim	1.00	103463973	0.52	6.55	0.0029	150
moss_0.01_4x_30.hist	histogram	genome-skim	4.00	103672996	0.64	4.67	0.0014	150
moss_0.001_1x_17.hist	histogram	genome-skim	0.70	147071359	0.53	6.46	0.0222	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.83	113088015	0.45	6.25	0.0018	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.46	111178439	0.57	8.74	0.0310	150
moss_0.001_4x_17.hist	histogram	genome-skim	3.54	117016487	0.56	6.91	0.0239	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.78	132535550	0.62	4.79	0.0211	150
moss_0.001_8x_30.hist	histogram	genome-skim	8.11	102198834	0.53	6.32	0.0017	150
moss_0.001_4x_30.hist	histogram	genome-skim	3.98	104333146	0.52	6.14	0.0017	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.62	114499812	0.63	5.07	0.0226	150
moss_0.01_2x_30.hist	histogram	genome-skim	1.96	105699005	0.62	4.90	0.0015	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.08	102690528	0.65	4.61	0.0014	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.84	105780039	0.65	6.08	0.0291	150
moss_0.0_1x_17.hist	histogram	genome-skim	1.01	102896034	0.66	6.60	0.0222	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.53	117337014	0.55	7.05	0.0241	150
moss_0.001_1x_30.hist	histogram	genome-skim	0.96	107959812	0.48	6.20	0.0029	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.95	105009137	0.49	6.32	0.0018	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.40	112121659	0.56	9.10	0.0312	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.83	113618554	0.44	6.36	0.0019	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.13	102001078	0.52	6.43	0.0018	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.89	109699126	0.59	7.30	0.0238	150
moss_0.01_2x_17.hist	histogram	genome-skim	1.94	107118111	0.67	4.86	0.0225	150
moss_0.06_1x_25.hist	histogram	genome-skim	1.03	100943849	0.96	1.19	0.0036	150
moss_0.06_4x_30.hist	histogram	genome-skim	4.01	103402956	0.94	0.98	0.0011	150
moss_0.06_8x_30.hist	histogram	genome-skim	8.01	103553073	0.94	1.01	0.0011	150
moss_0.06_4x_20.hist	histogram	genome-skim	4.01	103345323	0.95	1.04	0.0103	150
moss_0.06_2x_23.hist	histogram	genome-skim	2.00	103452155	0.94	1.05	0.0052	150
moss_0.06_2x_20.hist	histogram	genome-skim	2.00	103481916	0.95	1.05	0.0102	150
moss_0.06_1x_23.hist	histogram	genome-skim	1.02	102097713	0.96	0.98	0.0053	150
moss_0.06_1x_20.hist	histogram	genome-skim	1.01	102976269	0.97	0.96	0.0102	150
moss_0.06_4x_23.hist	histogram	genome-skim	4.02	103139839	0.94	1.01	0.0052	150
moss_0.06_8x_23.hist	histogram	genome-skim	8.05	103029101	0.94	1.00	0.0052	150
moss_0.06_8x_20.hist	histogram	genome-skim	8.08	102595742	0.94	1.01	0.0103	150
moss_0.06_4x_25.hist	histogram	genome-skim	4.01	103283273	0.94	0.95	0.0033	150
moss_0.06_8x_25.hist	histogram	genome-skim	8.03	103231070	0.94	0.99	0.0033	150
moss_0.06_2x_25.hist	histogram	genome-skim	2.00	103659913	0.94	1.16	0.0033	150
moss_0.06_1x_30.hist	histogram	genome-skim	1.02	101959905	0.95	1.08	0.0014	150
moss_0.06_2x_30.hist	histogram	genome-skim	2.00	103431635	0.94	0.96	0.0011	150
