sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.01_8x_17.hist	90717924	2355900	422921	169495	81423	51260	59859	33417	16045	18354	20403	10061	4750	7843	8098	2900	4600	6140	1513	1327	2506	4103	3292	962	156	500	1189	3171	1303	650	191	55	689	2067	656	40	10	4	1380	194	63	25	1082	1027	170	55	23	6	1	0	89316705
rotifer_0.0_2x_30.hist	85241123	3285726	612272	236808	128647	79163	52513	25799	31295	35801	35757	17633	6769	5220	6475	9370	14861	8768	1393	1010	1906	3120	11588	3390	198	109	23	6	478	6696	2685	796	317	35	10	0	0	0	7219	400	132	53	27	9	0	0	0	0	0	4131	100112564
rotifer_0.01_8x_30.hist	90395464	2046781	410592	157349	79976	49797	50150	24638	26551	20409	9880	11164	11035	6099	4601	6657	4947	2060	3929	2138	2265	3170	1372	484	1034	3308	1373	441	146	607	2596	770	307	34	102	1672	479	260	336	736	244	99	51	1002	411	136	60	19	5	1235	100212924
rotifer_0.001_1x_17.hist	90792850	3790681	844872	296659	158123	101069	53771	48032	72552	52312	25327	12490	4794	3620	4490	6497	10305	13756	9390	5111	3314	1034	447	129	214	685	1630	4348	10523	5260	1557	461	183	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11577	100699784
rotifer_0.0_8x_30.hist	85535212	2984318	610971	233362	121381	74825	67317	50895	28403	30686	24835	12247	14496	11083	13751	4374	5296	7069	6952	3784	5265	3455	1496	1598	3414	4095	923	296	282	3947	1896	562	223	24	3242	201	56	30	3635	200	65	26	12	924	1300	432	192	63	20	1907	99905457
rotifer_0.001_4x_17.hist	90333603	3809817	719212	266875	148280	92491	77552	38101	20172	23076	26916	30415	15195	8399	4345	5520	8756	11688	3886	2115	3810	6236	6656	1946	113	62	13	3	667	9349	2769	821	327	36	10	0	0	0	66	4438	1478	604	320	119	18	5	1	0	0	3789	101392752
rotifer_0.001_8x_30.hist	85976332	3013873	588478	227605	116515	72198	59988	49314	27707	31696	23078	11380	13137	14945	7732	4104	6509	8689	5802	3158	2738	4481	3295	1097	2345	3389	764	245	3414	1706	504	148	3017	1315	417	25	6	2089	1405	77	24	9	1634	1397	231	76	33	10	2	2158	100179299
rotifer_0.01_4x_17.hist	94209990	2535402	508364	185902	103202	64343	53266	26169	16901	19333	22551	15220	5842	3228	3173	4591	7282	9720	3861	2101	1362	424	631	1226	2619	4164	939	301	99	48	196	391	5227	602	190	10	2	0	0	0	1504	913	483	180	29	8	2	0	0	2631	101535397
rotifer_0.001_2x_17.hist	90200468	3911507	784664	283272	158947	100229	91870	79179	31176	15898	8067	9114	12671	20921	24472	7785	4487	1868	809	1992	3763	6159	12194	3567	208	115	24	7	1	0	0	0	12320	2629	835	51	13	6	0	0	0	0	0	0	0	0	0	0	0	7913	101648236
rotifer_0.01_2x_30.hist	90329240	2017749	400291	152994	82147	50163	29781	17411	26299	30085	15890	7835	4178	6897	8557	4246	2447	1422	2993	7150	4637	1448	626	182	108	346	824	2197	3151	1574	465	137	53	5	0	0	782	3133	625	33	10	3	0	0	0	0	0	0	0	2978	99793931
rotifer_0.001_1x_30.hist	85876226	3145373	627148	230072	130531	82358	84325	75325	32016	16327	7904	6378	8867	14640	18164	16687	9618	4006	636	345	373	609	2896	5630	9554	5307	1197	384	127	62	17	4	0	0	0	6009	1965	1070	213	10	2	0	0	0	0	0	0	0	0	6994	98711463
rotifer_0.01_4x_30.hist	90534938	2091481	424308	159390	85692	52375	44839	39437	15527	17410	20056	9890	3796	6267	7774	6245	3599	2114	4450	4738	3072	959	414	552	1179	3774	1350	433	143	70	3025	1426	569	64	19	0	0	1990	1682	92	29	11	4	0	0	463	769	255	84	819	100395165
rotifer_0.01_1x_17.hist	93674668	2513616	515063	190161	103806	64071	47704	23436	9227	5390	6286	7103	9874	16303	20227	11151	6427	2677	424	230	148	45	18	4	0	1	2	6	10697	5347	1583	469	186	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6153	99428983
rotifer_0.001_4x_30.hist	85975004	3063497	566715	229223	109317	69133	72869	56360	22191	22953	26773	22871	8779	6208	7701	11144	9325	3884	6341	3451	2238	1193	5669	4581	418	1337	3182	1023	340	169	4642	1378	550	62	18	0	1385	3292	657	35	10	3	0	1531	1214	403	179	58	18	2214	100284644
rotifer_0.01_2x_17.hist	94722132	2452470	549387	193629	104094	66131	46502	41538	45226	23064	11166	5505	3194	5273	6542	9465	13151	5478	870	473	305	94	220	427	912	2918	6945	2969	988	493	145	42	15	0	0	1746	1720	937	186	9	2	0	0	0	0	0	0	0	0	4715	102109287
rotifer_0.0_8x_17.hist	86137230	3479703	651618	261133	127456	80790	82365	51668	24581	28120	32590	16071	7321	12087	14996	7729	4454	5945	7688	4184	2738	4482	5767	1686	227	725	1726	4603	3389	1693	500	147	58	5	321	5037	1447	788	156	7	1	0	0	0	0	0	0	0	0	58495	86716972
rotifer_0.001_2x_30.hist	85906094	3046846	553922	226310	108694	68156	62980	56258	44930	22913	11975	13530	18811	18321	9479	3015	1826	2436	5129	9858	6393	1997	1389	2699	5768	3758	847	271	89	43	11	2	4006	3674	1168	72	19	9	0	0	2523	1033	547	204	33	10	3	0	0	3957	99898060
rotifer_0.0_1x_30.hist	84965756	3048618	534696	224219	117307	70311	41607	20441	20418	23357	27244	30785	24055	13296	6879	2188	1260	709	1493	3674	6939	11360	6879	2012	176	564	1343	3582	2913	1455	430	126	49	4	287	5284	1518	827	164	8	1	0	0	0	0	0	0	0	0	7412	97773122
rotifer_0.0_1x_17.hist	91172842	4450507	998688	346277	178316	114621	41227	36827	55627	63636	39361	19411	7451	4118	5108	7391	11723	15649	7259	3951	2562	799	345	176	375	1200	2855	7613	10890	5444	1612	478	190	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11434	103362126
rotifer_0.01_1x_30.hist	90051378	1815232	363728	149950	74268	44036	16016	14306	21608	24719	28833	17291	6637	3668	1897	934	1480	1975	4158	9090	5895	1841	796	232	109	349	829	2212	736	367	107	31	1185	3554	3109	193	54	28	4	0	0	0	0	0	0	0	0	0	0	3535	97939878
rotifer_0.0_4x_30.hist	85348938	3211349	596059	238205	115316	72750	81301	39943	24602	28144	32174	15866	7031	11608	14402	7375	4250	3304	6955	7900	5123	1600	1103	2144	4582	3244	731	234	369	5178	1533	454	180	19	2305	1496	429	233	45	1	3112	1274	675	252	41	12	4	0	0	3241	100209996
rotifer_0.001_8x_17.hist	86624896	3339066	610359	243373	118012	74396	83427	40988	25632	29322	30406	14994	6929	11440	14193	9597	5531	2303	2837	6984	7777	2429	1051	1697	3625	3512	792	254	142	1989	4049	1202	479	54	1460	2240	643	349	68	2	0	0	3617	1355	224	73	32	9	2	0	87030176
rotifer_0.0_2x_17.hist	89822443	4224163	822565	297843	167824	105973	93537	83554	39768	20280	9818	10296	14314	23635	19214	6112	3522	1466	2837	6983	13189	4120	1784	521	698	2234	5317	1711	569	283	83	23	8	0	9332	2380	683	371	73	3	0	0	0	0	0	0	0	0	0	7483	102096952
rotifer_0.0_4x_17.hist	89870058	3988991	739625	277161	153593	95662	79363	38991	23747	27166	31687	27906	10713	5921	4507	6521	10343	13807	8141	4431	2873	897	1208	2348	5018	5836	1316	423	140	69	3111	3448	1378	157	49	2	0	0	3768	2205	734	299	158	58	8	1	0	246	2834	1699	101302623
