sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.001_4x_25.hist	53744246	7738386	1610393	677399	357764	219240	200233	178865	191752	97793	55995	63273	80160	44312	28008	40528	64286	26784	7422	18269	34508	43657	18917	5534	1598	5115	12173	32461	12583	6290	1862	552	220	24	29678	5356	1538	838	166	8	1621	13906	7380	2766	460	152	67	21	6	18975	101469308
moss_0.0_8x_novaseq_profR.hist	53244123	6487659	1497115	598971	308685	194432	219091	195710	105881	121126	94135	58815	47129	67373	34862	27811	44114	43875	12150	29906	36018	11254	12060	23450	20398	11331	2773	7395	20807	10402	3081	914	5529	16588	5277	328	93	1578	17251	957	318	2259	1198	10933	3153	1050	469	155	50	14632	99217634
moss_0.0_1x_novaseq_profR.hist	50201226	9754160	1725626	739932	413331	258600	352986	173426	68285	59637	69564	78606	109286	102443	53010	16866	9721	6147	12940	31852	60165	70175	30408	8896	522	289	64	19	5	1	0	0	78864	16654	5298	330	93	50	9	0	0	0	0	0	0	0	0	0	0	51216	104123770
moss_0.001_2x_HiSeq2500L150R.hist	61179836	10179950	2263374	856708	485813	306437	425386	254843	100343	57041	66536	75185	104529	119498	61835	19674	11340	5053	10638	26186	49462	80975	35088	10266	602	1047	2492	6645	22924	11461	3394	1007	402	45	62295	3892	1118	608	120	5	0	0	0	0	0	0	0	0	0	53774	105017241
moss_0.001_2x_novaseq_profR.hist	51026510	12025026	1975791	845638	469907	293130	261276	128368	98600	112797	131574	147139	56490	31226	18246	26402	41878	55905	60883	33146	21499	6717	2909	5222	11158	35707	48971	15769	5255	2626	777	229	90	9	2	33138	19656	10720	2143	118	38	14	6	1	0	0	0	0	0	41971	114232847
moss_0.01_2x_novaseq_profR.hist	64931609	7371767	1310783	556120	301326	185109	146080	71770	66947	76587	89336	100948	39863	22035	15861	22951	36404	48597	20637	11234	7286	2276	8999	17497	20194	11218	2532	814	270	3785	19351	5749	2298	264	83	4	0	0	20303	3352	1116	456	241	89	13	3	0	0	0	21113	105348001
moss_0.001_8x_20.hist	55244345	8149575	1727332	715245	359440	225963	278924	137038	180865	92240	76349	86273	55907	42190	52346	26343	41785	53964	8584	19704	37219	30557	13240	4747	10143	32456	12006	3865	1287	642	31655	9404	3760	432	136	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	65520837
moss_0.01_8x_MiSeqv3L250R.hist	66441270	5787772	1273647	512267	255592	161492	204595	100519	89382	102252	49507	41329	57460	42919	22208	23697	37588	25507	6831	16814	26038	8136	4239	8243	17613	10257	2315	744	1200	16805	5000	1484	592	67	13259	2203	632	344	7293	1501	499	203	7207	2701	449	148	65	20	5	11776	93105811
moss_0.01_8x_23.hist	66419168	5597247	1254122	499400	251758	158654	160828	125423	92510	84817	50971	57597	49420	29175	36198	38091	21957	10934	23019	20079	13023	4114	19541	10625	2889	9246	9780	3148	1048	10651	7417	2202	880	100	13642	851	243	132	10018	1071	356	144	378	8108	1350	449	200	65	20	9815	98753534
moss_0.01_1x_HiSeq2500L150R.hist	67653883	10715982	1518801	653908	369892	233015	347665	296700	116824	59579	28846	14225	13144	21702	26926	38962	61802	82503	34174	18604	12067	3769	1632	476	27	14	2	0	3985	55798	17993	5345	2137	245	77	3	0	0	0	0	0	0	0	0	0	0	0	0	0	47924	110702412
moss_0.0_8x_25.hist	53054678	6741352	1546386	621634	319193	201194	205806	166110	173948	88712	75696	85536	50702	38568	47852	47487	27374	29089	42443	23107	16977	27794	21444	6273	9644	30860	10230	3293	1096	13807	17066	5069	2026	232	17815	3649	1048	570	9866	4924	1640	671	3186	11207	1866	621	277	91	29	15763	98522637
moss_0.01_8x_20.hist	66557227	6411608	1343588	552167	270607	171157	220010	108093	84688	96883	61930	39523	54948	45627	23609	25093	39803	17569	9413	23171	23196	7247	3795	7378	15766	13924	3143	1011	985	13799	8216	2440	975	111	9408	2350	674	6628	4642	256	84	33	7027	3285	546	181	80	25	7	11539	96296913
moss_0.0_2x_MiSeqv3L250R.hist	51151099	11341073	1910267	819382	458132	286783	371478	182512	71863	78091	91090	102931	124459	68800	35601	11326	14470	19316	40664	69851	45308	14157	6134	2863	6117	19576	46590	24796	8264	4131	1223	362	143	15	3	34639	17731	9670	1933	106	34	13	5	1	0	0	0	0	0	44161	100592750
moss_0.0_2x_HiSeq2500L150R.hist	58175859	12370511	2331092	979108	514818	314513	229155	204701	309203	164422	79608	39260	33128	54699	67866	98206	67970	28320	4504	2510	4740	7759	36856	71664	40730	22626	5108	1644	547	272	79	22	5794	17382	61898	3867	1110	604	119	5	0	0	0	0	0	0	0	0	0	56898	108315769
moss_0.01_2x_MiSeqv3L250R.hist	65414041	7868160	1346219	571922	311106	191600	150913	74145	76501	87516	102084	85087	32666	18057	14082	20377	32322	43148	40763	22192	14394	4497	1947	1314	2808	8985	21385	18812	6269	3133	927	274	108	11	2	0	19069	13205	2640	145	47	18	8	2	0	0	0	0	0	24969	99589655
moss_0.0_4x_23.hist	52084562	9102258	1811548	765409	409719	249684	206194	184189	226035	115277	55813	63068	87683	53359	28109	40674	64517	36384	5952	14651	27674	45306	39494	11555	1473	4713	11217	29911	13086	6542	1937	574	9782	21002	6681	416	118	63	11	17710	9544	3910	2074	777	128	41	17	4	0	27689	102352342
moss_0.001_1x_novaseq_profR.hist	55630202	8119674	1863377	698428	399380	253005	332157	296711	124186	63334	35871	40533	56352	93046	115445	48920	28200	11749	2041	5023	9488	15532	73779	53272	3132	1739	391	125	40	19	4	0	52511	27614	8785	548	156	84	15	0	0	0	0	0	0	0	0	0	0	50852	105290806
moss_0.001_4x_23.hist	53585183	8952284	1754247	741557	397511	242477	206388	184363	207198	105670	57245	64686	89932	49713	25724	28679	45490	60727	21358	11627	17478	28613	38331	11215	2830	9057	21555	25186	8394	4196	1242	368	17011	16628	5289	329	93	50	9	15923	9496	3890	2064	773	127	41	17	4	0	25326	102502350
moss_0.0_8x_MiSeqv3L250R.hist	53262324	7221961	1614387	667482	333802	211210	289378	142175	129084	147671	75751	45847	63741	68521	35456	26171	41511	55416	8815	18818	35544	34273	14850	4649	9934	31789	10901	3509	1168	11215	17961	5335	2133	245	19352	3308	950	517	2451	11581	3859	1580	838	9989	1663	553	247	81	26	18934	87570920
moss_0.0_8x_HiSeq2500L150R.hist	55553280	22859998	4500088	1694868	957363	602641	554805	272583	173113	198040	231007	113926	47274	78056	96846	90567	52208	21752	16327	40188	75910	23721	10278	16269	34764	48284	10901	3509	2359	33034	46525	13823	5528	636	201	4937	39624	21612	4321	239	78	31	15	10394	25825	8607	3857	1284	427	255	101390448
moss_0.01_4x_HiSeq2500L150R.hist	68566126	10597010	1714362	722951	384737	233514	141306	126226	190666	102785	49765	28935	40228	66422	68341	21743	12533	9237	19446	47867	32415	10128	4388	1283	2740	8769	20869	14399	4798	2398	4019	8038	8387	966	306	18	4	7304	21160	1174	390	159	83	30	4	0	0	0	0	21574	106451345
moss_0.001_8x_MiSeqv3L250R.hist	54654510	6995908	1562496	644762	320474	203067	287754	141377	116567	133352	71205	55626	77336	42750	29408	42555	50496	21039	18353	41706	27051	8452	12965	25209	18053	10028	4408	11756	9518	4758	19887	5908	2362	271	85	13918	8852	4827	964	52	16	8110	6137	6453	1074	357	159	52	16	15893	87958579
moss_0.01_1x_MiSeqv3L250R.hist	64166068	11651440	1601550	687506	385341	241544	341418	167743	66047	36869	43006	48596	67562	39744	27936	40424	64121	85599	13617	7412	4807	1501	649	189	10	4	0	0	50514	39084	11579	3439	1374	157	49	2	0	0	0	0	0	0	0	0	0	0	0	0	0	46368	111952369
moss_0.001_2x_MiSeqv3L250R.hist	52320294	11517678	1891445	811461	453898	284206	375875	184672	72713	68751	80195	90619	125988	81007	41917	13336	9320	12441	26191	64470	59033	18446	7992	2337	4994	15981	38034	27015	9004	4501	1332	394	156	17	4	28088	19035	10381	2075	114	37	14	6	1	0	0	0	0	0	45280	101696014
moss_0.001_1x_HiSeq2500L150R.hist	64967932	24525890	5731037	2108372	951904	606026	180005	160795	242883	277857	324112	366246	199725	110407	57131	18177	10477	4364	693	977	1844	3018	14338	27879	59572	190632	103480	33323	11106	5552	1644	487	194	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178024	166894326
moss_0.001_4x_novaseq_profR.hist	53435280	7788202	1637361	684794	355341	219808	228007	203675	150096	76548	77005	87015	70668	39064	23465	33955	53859	58199	9258	9726	18371	30075	44616	13054	903	2889	6875	18333	20344	10171	3012	894	1139	3416	27155	1696	486	264	51	1	10358	9118	4839	1813	301	99	43	13	3	20810	102341623
moss_0.0_1x_HiSeq2500L150R.hist	64442888	22689482	5296346	1937990	891775	570544	176914	158034	238712	273085	318546	359956	214795	118738	61442	19548	11268	4694	745	801	1512	2474	11752	22850	48828	156249	127145	40944	13647	6822	2020	599	238	26	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171944	160185411
moss_0.0_1x_20.hist	54332845	10026188	1864836	795695	438314	272039	259372	127432	80916	92568	107977	122013	99617	55067	28494	9065	13274	17720	37305	91828	59563	18612	8064	2358	137	75	16	4	0	0	77033	32266	12905	1487	472	28	7	2	0	0	0	0	0	0	0	0	0	0	0	61751	104362018
moss_0.01_4x_23.hist	66101170	6604647	1315349	548024	280954	172416	152831	136521	142330	72587	36311	41031	57044	55926	28939	17387	27579	36816	7906	12153	22955	17193	7449	2520	5384	17230	14572	4691	1562	780	2435	4870	16408	1891	600	36	9	4	7207	10012	3336	1366	724	270	44	1730	774	257	84	13051	101299475
moss_0.001_1x_20.hist	60023993	10001064	2328104	841460	470822	301152	252648	225686	340902	194123	93988	46352	17794	18797	23322	33747	53530	71460	81837	44554	28899	9030	3912	1143	66	35	7	1	6882	96355	37360	11099	4438	511	161	9	1	0	0	0	0	0	0	0	0	0	0	0	0	66408	112196062
moss_0.0_4x_20.hist	51357523	15197968	2397911	1025226	568042	353750	272625	133943	162152	185501	150436	74190	36574	60389	74926	66215	38170	15903	14158	34850	65828	28224	12229	6309	13482	43142	18827	6062	2019	10155	40724	12099	4838	557	176	10	1	0	48942	2718	905	369	195	72	11	2	0	0	0	39713	111345077
moss_0.001_2x_20.hist	56204274	10420370	1950551	825459	443972	271419	241811	216006	217187	110764	53628	46897	65200	107655	55707	17724	21537	28750	60526	38242	24804	7750	3357	5696	12172	38949	45938	14792	4929	2463	729	215	85	8	1	21078	23700	12926	2584	142	46	18	8	2	0	0	0	0	0	43866	104958614
moss_0.0_2x_25.hist	50605738	10917154	1930925	824358	454844	282562	238070	116966	115457	132082	154069	108595	41691	23046	28543	41302	65513	84410	13427	7309	4740	5665	26909	52323	37613	20895	4717	1518	505	251	7181	14362	35190	4058	1290	79	21	10	31196	1732	576	235	123	45	6	1	0	0	0	43605	110257203
moss_0.01_4x_25.hist	65758845	6148517	1273542	526997	264285	164528	170911	152672	103611	52840	60797	68700	50597	27969	23116	33449	44530	18553	4966	12223	23087	22709	9839	2878	2167	6934	15773	5078	1691	12632	3741	1110	443	50	17107	1068	306	165	32	1015	9958	4080	2164	810	134	43	18	5	0	14437	101950205
moss_0.01_2x_23.hist	65256918	7985439	1384997	587059	317224	194535	142111	69820	85102	97356	113562	59213	22732	20372	25276	36574	58014	42105	6697	3645	2638	4318	20511	38590	2269	1259	283	90	1913	26792	7937	2357	942	107	33	1	0	20864	6123	339	112	44	22	7	0	0	0	0	0	24349	104841221
moss_0.01_4x_20.hist	67473467	8059590	1435713	605018	321302	194721	148193	132378	155735	79424	38454	43452	60411	64756	33508	11475	18201	24297	40529	22064	14311	4471	3959	7697	16446	20813	4698	1512	503	4476	14244	4231	1691	194	14238	888	254	137	26	6715	7635	3128	1659	621	102	33	13	3	0	16653	101250887
moss_0.0_1x_23.hist	51314482	9437471	1698364	729039	408470	255987	409980	201428	79311	40447	45395	51296	71316	117754	120822	38442	22159	9232	1467	3400	6422	10513	49939	97103	5710	3171	715	229	75	36	9	1	50258	21812	6939	432	123	66	12	0	0	0	0	0	0	0	0	0	0	56138	102474851
moss_0.01_1x_novaseq_profR.hist	65781167	8262386	1404276	594898	320928	196592	209129	140276	55232	61417	71640	80952	92996	51407	26601	8462	4877	4770	10042	24718	46689	42472	18403	5384	315	174	38	11	2	0	0	0	44563	12625	4016	250	70	37	6	0	0	0	0	0	0	0	0	0	0	35596	107093700
moss_0.0_8x_20.hist	53914455	8286916	1772086	733643	368462	231685	296455	145652	185618	94664	88632	96108	36897	49797	61785	21983	34869	46548	28301	15511	29297	38305	16597	5198	11107	35541	8324	2679	1775	24853	10476	3111	1243	142	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64863839
