sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
club-moss_0.01_4x_20.hist	133819179	17254661	2956571	1072494	591504	367366	193616	95125	102940	117762	67666	33370	25206	41618	51636	28054	16171	6737	11920	29341	26418	8254	3576	3479	7433	23608	5329	1715	570	284	6157	12314	11545	1330	422	25	6	2	0	13974	4909	2011	1066	398	65	20	8	1	0	16678
club-moss_0.01_2x_25.hist	132831086	11538133	2459047	862406	458364	291022	181232	161892	125605	64057	31014	21772	30269	49979	55760	17740	10226	4259	6510	16023	30265	17394	7536	2204	1578	5050	12020	5534	1843	920	2424	4847	16018	1846	586	35	9	4	4671	8759	2918	1195	633	236	38	11	4	0	0	20153
club-moss_0.01_8x_novaseq_profR.hist	128074313	16847176	2454221	935042	471089	291704	219167	107679	100237	82555	46829	52915	42856	24137	29947	32909	18970	11271	23729	14790	9593	14940	8618	6018	12858	7142	2176	5803	9644	4821	1427	423	10443	1203	1615	6783	1949	1062	562	6715	2237	915	485	3495	3776	1257	562	186	61	9321
club-moss_0.01_1x_MiSeqv3L250R.hist	134091179	9284929	2147376	758996	372470	237847	138224	123473	181073	92346	44710	22049	8464	12669	15719	22745	36077	48162	19749	10751	6973	2178	6658	12946	760	421	94	29	8	3	38607	11470	4587	528	167	9	1	0	0	0	0	0	0	0	0	0	0	0	0	34896
club-moss_0.01_2x_23.hist	133179840	11448353	2442482	859484	460455	291677	202156	180582	103188	52625	25479	28207	39216	64751	46913	14925	8603	3583	5262	12952	24464	30014	13005	3804	222	122	26	7	7112	21773	6450	1915	765	87	26	0	0	168	20318	1127	374	152	80	29	3	0	0	0	0	21815
club-moss_0.001_4x_MiSeqv3L250R.hist	96416473	27766681	3988289	1464255	802915	496944	206979	101691	153605	145537	70464	35008	48671	80363	41584	15678	24867	33197	31843	17335	11243	4430	21044	40918	3700	2055	463	1233	28143	14070	4168	1237	493	55	19789	3051	876	476	2905	12733	4243	1738	921	344	56	17	6	1	0	23386
club-moss_0.0_1x_MiSeqv3L250R.hist	103421449	8385387	1939334	685420	354036	226303	143294	128002	193348	104336	50516	24912	9563	15274	18950	27421	43494	58063	9236	5027	3260	2431	11548	22454	10334	5740	1295	416	137	67	19	4	39656	6182	1966	121	34	17	2	0	0	0	0	0	0	0	0	0	0	34759
club-moss_0.001_8x_novaseq_profR.hist	93533868	26981755	3595002	1373397	691863	432873	202180	180604	144884	75422	87977	72530	33170	54769	46209	17690	28059	37029	19982	10878	15854	25954	14336	6311	13485	20423	4610	1483	10766	14842	4396	1305	3087	9260	9299	580	165	5729	9730	539	178	72	5398	7599	1265	420	187	61	19	13199
club-moss_0.001_8x_23.hist	93660020	28268337	3837492	1450259	744128	460764	252156	201395	106458	121787	63416	71659	66429	36721	37819	36980	21317	27539	27810	15140	13209	21625	25740	7530	4556	14580	18374	5916	1971	11609	5051	10102	7392	851	270	6260	9629	5251	1049	57	18	5745	9223	3457	575	190	84	27	8	15252
club-moss_0.01_4x_25.hist	129523647	15080500	2506158	909716	503675	313538	158358	77803	117521	94950	45971	26821	37288	54574	28239	11021	17481	23336	24027	13080	8483	3905	18550	16335	959	1744	4150	11067	9490	4744	1404	416	2513	7538	6997	436	124	66	12	11117	3704	1517	1209	1791	297	98	43	13	3	14670
