sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.001_4x_25.hist	92575357	29331916	3927407	1497871	740758	465891	293693	144295	115272	131870	93810	46264	34145	56378	69950	22255	12828	16772	35309	29902	19395	6060	14464	28125	2265	3816	9082	24219	9345	4671	1383	409	6423	19231	6118	381	108	58	10	10406	8414	3447	1829	684	113	36	15	4	0	21892	201700371
club-moss_0.01_8x_novaseq_profR.hist	128094106	16969632	2448967	937025	466809	291465	156237	139563	101591	63078	73577	36285	38547	42380	21929	21124	33213	13838	9320	22940	17806	5563	6261	12173	11158	6198	2158	5754	10661	5329	1578	1060	9016	1039	2695	5961	1712	933	4593	3772	1256	513	647	7467	1243	413	184	60	19	10302	201449643
club-moss_0.0_8x_novaseq_profR.hist	88547215	28661598	3821173	1451274	741525	459601	291714	144990	143022	101046	73168	80597	37600	62083	34887	23814	37774	32087	7518	18504	34952	12260	8925	17353	15272	8483	5078	13542	12722	6360	1883	558	19443	3107	987	60	4458	14258	2850	157	51	20	8114	6092	1014	337	150	49	15	14199	195441567
club-moss_0.0_4x_novaseq_profR.hist	89198303	29197233	3992659	1492099	799603	487647	232465	207657	154489	78788	76147	86046	56384	31168	38670	52414	30214	12588	9005	22166	41869	18785	8139	4361	9320	28836	6510	2095	9045	16252	4814	1429	570	64	27850	1739	499	271	53	317	12921	5294	2809	1052	174	57	24	7	1	20121	200229646
club-moss_0.001_2x_23.hist	105694091	13760276	2801911	990036	535168	339498	221073	197481	119525	60956	33947	38360	53331	76763	39722	12637	7683	10255	21590	35467	23004	7187	3113	4243	9067	29014	6550	2108	701	349	4732	9464	14687	1693	537	32	8	3	18996	1774	590	240	126	46	6	1	0	0	0	23393	170257980
club-moss_0.0_8x_MiSeqv3L250R.hist	89832521	29436165	4036349	1508971	802290	491050	254572	227405	114556	94198	109879	58622	36250	59854	55949	17801	25114	33526	26288	14311	17630	28862	12506	4007	8561	27396	13646	4393	1463	730	22993	8020	3207	368	116	8154	10837	5910	1181	64	20	3668	10099	3786	630	209	92	29	8	16089	167635933
club-moss_0.01_4x_MiSeqv3L250R.hist	130979817	16738429	2741639	997198	550209	341813	175842	86393	86794	99291	85233	42034	17561	28995	35974	40921	23588	9827	6334	15591	29449	12956	5613	2350	5022	16069	12442	4006	1334	666	752	1503	22010	2538	806	49	13	6	0	9707	6184	2533	1343	502	82	26	10	2	0	16558	189191047
club-moss_0.01_4x_HiSeq2500L150R.hist	135446144	19910325	3440797	1249661	689841	428677	287379	141192	81693	93456	109013	68778	26404	24468	30358	43928	39841	16599	4254	10471	19778	32379	14030	4104	838	2682	6384	17023	11621	5809	1720	510	12870	1483	471	28	7	2	22630	2418	805	329	173	64	9	2	0	0	0	21743	199301927
club-moss_0.0_1x_25.hist	101808041	11917023	2541285	894086	478768	305578	166598	148819	202174	103108	49921	24619	12874	21256	26373	38162	60533	34189	5438	2959	1918	2866	13612	26468	21405	11890	2683	863	286	142	41	11	7901	23702	12038	751	215	116	22	0	0	0	0	0	0	0	0	0	0	34497	165280857
club-moss_0.001_4x_novaseq_profR.hist	93035919	28202575	3792447	1444559	718087	451331	277696	136435	115663	132318	86982	42896	59638	54659	28283	25918	41111	38635	6145	8626	16292	26672	30516	8928	1501	4804	11434	23516	7837	3917	1159	343	6029	18088	7022	437	124	67	12	9519	9659	3957	2099	786	130	42	17	4	0	19570	201437266
