sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1
club-moss_0.001_1x_1	0.0	0.0	0.0	0.0	0.0025428577834609445	0.00176368388712763	0.0011924940828317847	0.0010427166114548676	0.0038143572462208384	0.0032794668524466987	0.002647254476278222	0.0024472428303673574	0.005667051289003175	0.004837111964196479	0.004145105450049916	0.0039580949992114095	0.007239813660723991	0.006347532238038721	0.005667048880666518	0.005443390681367539	0.008627048493711556	0.008061221042974461	0.007240694293134759	0.006962264049049631	0.01728579356893586	0.01671810088856232	0.0156528994767271	0.01532548373640719	0.0006600739881112877	0.0	0.0	0.0
club-moss_0.001_2x_1	0.0	0.0	0.0	0.0	0.002067263178069925	0.001245310081133091	0.0006777878367763607	0.0006351512937204704	0.0033887174667962005	0.002937242591286432	0.0021300316400530567	0.002051872727140681	0.005046379551386191	0.0044933972143234285	0.0036423358494930107	0.0036544388066640544	0.006820570222820976	0.006014216532643327	0.005331530515768603	0.005149716377860737	0.008274505537182408	0.007703106570397991	0.00692391357529	0.006696490507617745	0.016977964782324422	0.016299125212486172	0.015332329266656395	0.014946058432567544	0.0	0.0	0.0	0.0
club-moss_0.001_4x_1	0.0	0.0	0.0	0.0	0.0010666411256499595	0.0	0.0	0.0	0.0026507446534765828	0.0020789140311238286	0.0013104812441410989	0.0018716805371283413	0.004401905498465466	0.003666880639893801	0.0029528808656836894	0.0035129195458207833	0.0062445820382924224	0.005276887864305955	0.004727332126227438	0.005083797422179822	0.007561705363565945	0.0069375615047520284	0.006297084702212033	0.006571186014777766	0.01646779316505863	0.015786145742425248	0.014922324945799674	0.015356798118860466	0.0	0.0	0.0	0.0
club-moss_0.001_8x_1	0.0	0.0	0.0	0.0	0.0011835688995202613	0.0004461442378253478	0.0	0.0020558382135183015	0.0027737487582013597	0.0021920286707461153	0.0018925043372625253	0.0035369012212708374	0.0044441029863638805	0.0039159196272942455	0.0036096618548062303	0.005226859418826606	0.006468168998159633	0.005571609201156522	0.005278607783528347	0.006761509201976218	0.007738988107405796	0.007251534052115838	0.006983635649063976	0.008203660910854154	0.016791615620745375	0.016152233635883854	0.015821374285256165	0.017222560395030836	0.0	0.0	0.0	0.0
club-moss_0.002_1x_1	0.002543181598474127	0.002150730427473837	0.001104573924902076	0.0011831358110105745	0.0	0.0	0.0	0.0	0.004794623663406812	0.004323664479832031	0.0036007633810988546	0.0034491878018240454	0.006509446239437041	0.0058037830186882175	0.005071137711238237	0.004872788041543154	0.008141689670041858	0.007268405261744535	0.006589671528863642	0.0062969843665339024	0.00952167030799794	0.008868749683929622	0.008186679662022498	0.00783636666542722	0.01804808468571959	0.017593262252682075	0.016610435971830494	0.016196765696384886	0.0016291922665245737	0.0012585690922154668	0.00047787883467526363	0.0004073377075818424
club-moss_0.002_2x_1	0.0016967471911733345	0.00124635801277511	0.0	0.0004297582150308502	0.0	0.0	0.0	0.0	0.00407533711717471	0.003610564921658301	0.0028199156043289117	0.0028180319707307873	0.005762597554552009	0.005123850784243475	0.0042873947242482065	0.004327716012165168	0.0075295152196991535	0.006598458808525631	0.0060002543631337705	0.005897279908307305	0.008842259671433398	0.008303306781153515	0.007525043864749622	0.007389226551260982	0.017511367869014412	0.01676392631459846	0.015897436119241264	0.01570006410088886	0.0009045245109642015	0.000495216613352531	0.0	0.0
club-moss_0.002_4x_1	0.0011431343435352114	0.0006754916670760347	0.0	0.0	0.0	0.0	0.0	0.0	0.0035868757018589414	0.002955261374068736	0.0021955342217126073	0.002486694181773965	0.0052461812799928014	0.004538322800022627	0.003736528309267014	0.004059223418815457	0.0071866698715092985	0.006098560277678082	0.0054673705471429395	0.005605779946426156	0.008469469152368356	0.007814017732307365	0.00701614751052551	0.0071511643694575034	0.017053730667111952	0.01631549003617117	0.015467325047900963	0.01573828057536484	0.0	0.0	0.0	0.0
club-moss_0.002_8x_1	0.001042588469066022	0.0006595060292571215	0.0	0.002054826084313099	0.0	0.0	0.0	0.0	0.0036141697869785275	0.0031198769760584087	0.002769317288724576	0.004387871867432607	0.005350074169220755	0.004789438318567469	0.004444162100127045	0.006029195885802072	0.007260428152716704	0.006381012820755349	0.006183168730729004	0.007483758045766944	0.008539545365235029	0.0081412856479402	0.007754438527230302	0.009100532841045287	0.017424866005581668	0.01678423584514897	0.016522397915815817	0.01800406269523988	0.0	0.0	0.0	0.000515744672943201
club-moss_0.004_1x_1	0.003819250526457228	0.0035285054013088645	0.002747917538507717	0.0027772816381855434	0.004800109183769188	0.004239259860140194	0.00374521938423717	0.0036217271829456893	0.0	0.0	0.0	0.0	0.007602370500192716	0.007209247275067112	0.006599716365848249	0.006588266737823725	0.009458534077806379	0.00888184751633422	0.008180759327481262	0.007903074119460587	0.010704218600900027	0.010389833366495512	0.009618135623069159	0.009465657162405943	0.01901074236344456	0.018636412768535778	0.01774923518475781	0.01741530939324892	0.003062270576347299	0.002849240676723922	0.0021403617706085114	0.0019913204624997898
club-moss_0.004_2x_1	0.0031602314915404797	0.002943648468917911	0.002075582988467342	0.002116311025639198	0.004166820322230122	0.0036154187995306236	0.0029722121059330077	0.0030150470709220892	0.0	0.0	0.0	0.0	0.00730881778373528	0.0066793789778827545	0.0059205848860459835	0.005910389174899225	0.009144867748647506	0.008245696057100226	0.007666134895364911	0.0074923686696277405	0.010313192557107942	0.009727273864710357	0.009014767776804829	0.00875535255120683	0.01891865816188844	0.01826780570507606	0.017344783609275844	0.01718769241884315	0.002448899736038099	0.002228940088216389	0.0014346227991984943	0.001281675098515463
