sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.001_2x_30.hist	85926464	3033382	614346	229467	127193	79228	64508	31693	24195	27678	32285	21376	8206	4535	5567	8055	12777	12262	1949	1060	686	720	3420	6649	5364	2979	671	215	70	34	521	1041	5462	629	199	11	2	0	2638	2324	773	316	166	61	9	2	0	0	0	4151	100073208
rotifer_0.001_2x_17.hist	90038957	3682968	750051	271095	152367	96373	84179	75195	53001	27030	13086	6452	4975	8214	10191	14746	23389	10279	1634	888	575	178	416	809	1728	5529	6630	2134	710	354	103	29	10	0	9231	1029	294	159	30	0	0	0	0	0	0	0	0	0	0	6994	100999682
rotifer_0.0_8x_17.hist	86187040	3452627	643771	256848	126005	79501	80637	39617	30035	34360	29039	14320	7710	12730	15794	8388	4834	2232	4699	9758	6328	1976	855	931	1989	6365	1436	461	152	75	4096	2648	1058	121	37	1	1690	3386	676	36	11	3	0	0	0	0	0	0	0	34289	86818432
rotifer_0.001_4x_17.hist	90255354	3867840	703026	266110	144996	89391	52245	26475	39990	45748	22149	10922	7404	12224	15166	10251	5908	2461	2468	6074	11472	3584	1552	453	443	1418	3375	5953	1983	990	292	85	33	2	0	3406	2620	1428	284	14	3	670	1358	508	83	26	11	2	0	3783	101335854
rotifer_0.001_8x_17.hist	86562986	3438507	611124	249295	119388	75617	76764	55841	21986	25151	29337	18104	6949	10446	12960	9748	5618	2340	4681	8704	5645	1763	763	1357	2899	6537	1475	474	157	77	2003	3246	1297	148	46	1	844	4067	812	44	13	4	1	0	0	0	0	0	0	33456	87119000
rotifer_0.0_1x_17.hist	91955591	5088935	1128411	389098	196641	126730	35768	31950	48260	55209	55772	27504	10558	5835	3018	3753	5952	7945	16725	10471	6791	2121	918	267	14	7	0	0	1025	14353	4746	1409	562	63	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12522	106237063
rotifer_0.01_2x_30.hist	90641550	2149664	424641	163626	79779	50437	51284	45810	22812	11633	7443	8410	11691	16363	8466	2692	1551	645	1100	2708	5115	5724	2479	724	41	67	159	424	3513	1755	519	153	60	5	2643	164	46	24	3	195	1771	725	383	142	22	6	1	0	0	2209	100554662
rotifer_0.001_1x_17.hist	86560295	3177620	464119	199099	111361	69723	119619	77134	30370	15487	7497	3696	3789	6255	7760	11228	17809	23774	3781	2057	1333	415	179	51	2	0	0	0	110	1544	13852	4114	1644	188	59	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7492	95398544
rotifer_0.01_4x_30.hist	90154355	2242772	410141	162490	78309	49371	54605	26827	20483	23431	14612	7205	5083	8392	10411	6320	3642	1516	1456	3585	5335	1666	721	250	534	1710	4069	1309	435	216	722	213	361	1083	2184	135	37	19	2	0	1516	763	404	150	24	7	2	0	0	2124	100465954
rotifer_0.001_4x_30.hist	85831975	3150884	570951	231290	109815	69473	70936	53468	21052	23492	27402	21655	8313	7400	9180	13284	8760	3649	1213	2986	5640	5929	2568	750	1602	3294	826	2202	2694	1346	686	1372	928	106	32	3918	1125	613	121	5	0	0	265	3016	501	166	73	23	6	1886	100313505
rotifer_0.01_8x_30.hist	90368031	2039266	411780	157174	80438	49709	47615	27528	27718	14135	12795	14457	5900	6507	8072	5940	3423	2062	4340	3024	1960	766	3638	1063	705	2255	1903	611	202	1281	1197	354	334	1001	815	453	647	351	69	825	274	111	338	1000	165	54	23	6	458	957	100169112
rotifer_0.01_1x_30.hist	90485650	1884653	406472	148919	84087	52919	63698	55837	21985	11211	5427	3494	4856	8018	9947	11734	6763	2817	447	242	156	219	1041	2024	4325	5714	1289	414	137	67	19	4	0	0	5153	321	91	48	8	0	0	0	0	0	0	0	0	0	0	4682	98570748
rotifer_0.0_1x_30.hist	84108250	2955321	536929	220762	108371	66357	43442	38805	58615	40915	19809	9768	4116	6796	8431	12199	16198	6748	1072	642	1213	1984	9427	7852	460	255	56	17	4	1	0	0	2836	8509	2706	168	47	24	3	0	0	0	0	0	0	0	0	0	0	7311	96680253
rotifer_0.0_2x_30.hist	85424561	3143028	586888	239160	113830	70504	47314	42264	63839	37467	18139	8945	5470	9031	11204	16212	13406	5585	887	482	577	944	4485	8720	4742	2633	593	190	62	30	7	1	4517	3904	1241	76	21	10	1	2328	1333	545	288	107	16	4	1	0	0	4963	99958226
rotifer_0.001_1x_30.hist	86360978	3510624	714299	257135	143681	91062	72827	65054	52040	26539	12848	6335	6121	10106	12538	18143	15118	6298	1000	543	351	493	2344	4558	8199	4554	1027	329	108	53	14	3	0	0	10828	675	193	104	19	0	0	0	0	0	0	0	0	0	0	6944	100164468
rotifer_0.0_8x_30.hist	85441157	3058605	607808	234642	119255	74372	58280	52060	29138	33333	23314	11497	13303	15681	8113	5771	9154	6927	5044	2745	3234	5295	3840	1122	1236	3954	2749	884	293	777	3852	1143	456	51	1154	2334	670	364	71	581	1561	638	338	400	950	315	140	45	14	2099	100049792
rotifer_0.01_1x_17.hist	93243826	2657039	534134	191293	106027	67055	54692	48855	28552	14561	7049	4973	6913	11414	14161	13252	7638	3181	505	274	176	54	22	5	0	0	0	0	8695	6495	1923	570	227	25	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5399	99847258
rotifer_0.0_2x_17.hist	89734705	4288787	852846	307039	171587	108340	92755	82856	32623	16637	11437	12922	17965	29663	16131	5131	4732	5453	866	574	1085	1775	8431	16394	963	534	119	37	11	4	0	0	533	1598	11276	703	201	108	20	0	0	0	0	0	0	0	0	0	0	7973	102183186
rotifer_0.0_4x_17.hist	89993398	3856614	732234	273473	151807	94643	76586	37627	24083	27550	32136	33208	12748	7046	4477	6478	10274	13715	2181	1186	2090	3421	13494	3947	231	127	27	7	1	0	9282	2757	1101	126	39	1	0	0	0	3615	1653	676	358	133	21	6	1	0	1548	2629	101220037
rotifer_0.01_2x_17.hist	94505788	2491326	558401	196119	104595	66665	40748	36399	54980	28038	13574	6693	2568	2541	3152	4560	7232	9654	4659	2535	1643	711	3376	6565	385	212	47	14	3	0	0	0	1018	3055	4542	282	80	42	7	0	0	0	0	0	0	0	0	0	0	4404	101983786
rotifer_0.01_4x_17.hist	94166197	2563931	513749	186928	104272	65187	60526	29736	15215	17405	20301	10011	5478	9044	11221	6015	3466	1443	1219	3000	5666	4673	2024	591	39	125	298	795	4342	2170	642	189	74	7	1	0	0	3410	1418	77	24	9	3	0	0	0	0	0	0	2913	101538987
rotifer_0.01_8x_17.hist	90604812	2338776	429173	170351	82102	51741	57101	28053	18996	21731	16964	8365	5703	9415	10604	3373	2058	2746	5781	3678	2385	744	806	1567	3246	1802	406	129	239	3358	993	294	134	403	1649	102	28	14	1134	1253	416	169	89	32	4	0	0	0	0	8067	89082927
rotifer_0.0_4x_30.hist	85451767	3144029	610002	238033	118242	74358	73536	36128	31413	35936	26014	12828	7419	12250	15198	7429	4281	3369	7092	7628	4947	1545	787	1529	3267	6103	1377	442	169	2368	700	207	4590	528	167	9	81	3241	647	34	10	3	2053	1081	179	58	25	7	1	2553	100240634
rotifer_0.001_8x_30.hist	86059593	2960151	592948	227585	117228	72583	70731	34750	37525	25206	23843	11757	15280	13074	6764	5606	8892	7683	2079	5116	4554	1422	4705	3227	366	1171	2786	2708	901	449	1461	2809	1122	128	39	2551	732	398	78	556	1204	492	260	560	927	308	137	44	13	2098	100156528
