sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.01_1x_30.hist	89277372	1720696	323008	135891	71799	43354	38393	18862	8277	9468	11043	12478	17347	14529	7517	2390	1377	572	387	953	1800	2946	9595	2806	164	90	19	5	0	0	0	0	0	0	6857	773	221	119	22	0	0	0	0	0	0	0	0	0	0	3641	96903138
rotifer_0.0_2x_17.hist	90043653	4295891	850355	307143	168369	106308	90962	60553	23841	27274	31813	33437	12836	7095	3670	3775	5988	7993	13293	7236	4693	1465	634	820	1751	5604	7439	2394	797	397	116	33	12	0	1034	6144	1765	962	191	9	2	0	0	0	0	0	0	0	0	8353	102517552
rotifer_0.0_1x_17.hist	88882108	4549146	595905	254492	141961	88747	138940	75843	29862	15228	7372	4235	5888	9721	12060	17451	27681	11532	1833	997	645	200	86	24	0	0	0	0	14716	8965	2655	788	314	35	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10362	101506692
rotifer_0.01_4x_30.hist	90571640	2043861	409740	157996	78368	49281	58744	28861	14361	16428	19162	14285	5483	4466	5540	8017	5410	2253	1163	2864	5409	1689	731	703	1501	3301	744	238	78	38	3247	964	384	43	12	1495	626	340	67	2	0	805	1236	462	76	24	9	2	0	1598	100251523
rotifer_0.0_4x_30.hist	85537493	2984397	609165	233778	120923	74323	62516	55844	32794	22439	26174	19483	7479	11658	14464	4601	5445	7268	7829	4261	2763	862	2877	5593	4081	2266	510	163	53	744	4957	1471	587	66	20	2215	2097	1142	227	11	2	1475	781	292	47	14	859	1448	481	624	99927819
rotifer_0.0_8x_17.hist	85913378	3740219	631578	259331	126726	79250	71443	63818	25127	25510	29756	20225	7763	10032	12446	11299	6512	3002	6320	6369	4130	1289	6125	3637	338	1082	2576	2744	913	455	1478	2955	1800	206	64	3	0	5074	1013	55	17	6	2	0	0	0	0	0	0	33106	87006472
rotifer_0.01_2x_17.hist	94138398	2697512	582961	205742	110938	70428	47888	42776	43296	22080	10689	5270	3935	6496	8059	11661	7772	3237	514	278	463	757	3596	6992	3340	1854	417	133	43	20	5	0	0	0	4344	2405	690	375	74	3	0	0	0	0	0	0	0	0	0	3948	102050756
rotifer_0.0_8x_30.hist	85428367	3051082	611263	235234	120536	74781	72107	49645	29062	33246	19637	12727	17694	12681	6561	6336	10050	6819	1655	4073	7693	3063	1326	1950	4167	3021	681	218	2740	2777	822	243	948	2844	904	55	14	243	3230	178	58	22	463	1800	299	98	43	13	3	2875	100025630
rotifer_0.001_2x_17.hist	90164929	3894628	798163	285599	158067	100252	74490	66540	57458	29302	14186	6995	6348	10480	13002	18814	14750	6145	976	530	460	752	3574	6950	7442	4133	932	299	98	48	13	2	0	0	10933	682	195	105	20	0	0	0	0	0	0	0	0	0	0	7623	101607074
rotifer_0.001_4x_17.hist	90455232	3699996	699315	262366	143987	89162	55188	27113	35359	40450	29965	14777	5672	7063	8762	12679	16241	6766	1075	584	823	1346	6396	12437	750	415	92	28	8	3	5290	3980	1591	182	57	2	0	0	0	0	3824	1566	830	310	50	15	6	1	0	3171	101156336
rotifer_0.001_1x_30.hist	85117212	2809334	478067	202179	108518	66250	58367	28676	15694	17953	20941	23662	25935	14336	7417	2359	1358	670	1409	3468	6551	10724	9448	2763	161	88	19	5	0	0	0	0	2491	7472	2376	147	41	21	3	0	0	0	0	0	0	0	0	0	0	7165	97139441
rotifer_0.001_8x_30.hist	86052316	2917552	584415	225619	114199	71396	56518	50485	28657	30703	22779	11233	12137	15102	7814	5368	8514	3546	5674	5983	3880	1211	4738	2973	478	1531	3643	1724	573	285	3217	955	381	499	2933	182	51	27	2243	947	314	128	66	1937	321	106	46	14	3	2275	100030880
rotifer_0.0_1x_30.hist	84992500	2923447	492047	208587	112759	69166	66865	32850	13393	15320	17870	20192	28072	15517	8028	2553	2707	3613	7607	9996	6483	2024	876	255	367	1176	2799	7463	2486	1242	367	108	42	3	0	0	4410	2404	479	25	7	2	0	0	0	0	0	0	0	6580	97444424
rotifer_0.01_1x_17.hist	91400005	1972393	401257	150269	84959	53506	67242	60066	34415	17551	8496	4189	1607	1691	2097	3034	4812	6424	12049	6559	4253	1328	574	167	8	3	0	0	0	0	2317	4633	1987	228	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5715	95969980
